vendedor,cliente,producto,mes_num,mes_abbr,monto_cancelado,cantidad,zona_code,zona,is_return,is_payment_only,is_purchase,is_credit_delivery,sku,descripcion,mes_nombre,pct,py24,tgt,venta,cliente_id,producto_id
PHARMA - Z3,INSTITUTO PERUANO DE LA VISION S.A.C.,FLUMETOL NF,1,ENE,159.26,3,Z3,NORTE CHICO,False,False,True,False,40513.0,FLUMETOL NF OFTENO 5ML,ENERO,1.0,106644.0,144656.97,144656.97,186,6
PHARMA - Z3,INSTITUTO PERUANO DE LA VISION S.A.C.,GAAP,1,ENE,472.66,6,Z3,NORTE CHICO,False,False,True,False,40498.0,GAAP OFTENO 3 ML,ENERO,1.0,101352.36,99775.16,99775.16,186,7
PHARMA - Z3,INSTITUTO PERUANO DE LA VISION S.A.C.,LAGRICEL,1,ENE,1535.25,30,Z3,NORTE CHICO,False,False,True,False,40515.0,LAGRICEL OFTENO 0.5 ML,ENERO,1.0,154236.51,132452.04,132452.04,186,9
PHARMA - Z3,INSTITUTO PERUANO DE LA VISION S.A.C.,LANDAX,1,ENE,139.83,3,Z3,NORTE CHICO,False,False,True,False,41804.0,LANDAX 5ML,ENERO,1.0,2843.21,23761.78,23761.78,186,11
PHARMA - Z3,INSTITUTO PERUANO DE LA VISION S.A.C.,TRAZIDEX O,1,ENE,324.14,7,Z3,NORTE CHICO,False,False,True,False,40341.0,TRAZIDEX OFTENO 5 ML.,ENERO,1.0,107782.12,170736.47,170736.47,186,13
PHARMA - Z3,INSTITUTO PERUANO DE LA VISION S.A.C.,TRAZIDEX U,1,ENE,294.56,7,Z3,NORTE CHICO,False,False,True,False,40342.0,TRAZIDEX UNGENA 3.5 G,ENERO,1.0,127130.48,135275.35,135275.35,186,14
PHARMA - Z3,INSTITUTO PERUANO DE LA VISION S.A.C.,ELAR-B,2,FEB,1552.5,30,Z3,NORTE CHICO,False,False,True,False,42098.0,ELAR-B 5 ML,FEBRERO,0.622378415,0.0,23180.02945,14426.75,186,3
PHARMA - Z3,INSTITUTO PERUANO DE LA VISION S.A.C.,ELIPTIC,2,FEB,152.21,3,Z3,NORTE CHICO,False,False,True,False,41076.0,ELIPTIC OFTENO 5ML,FEBRERO,0.601609541,3462.73,37097.88238,22318.44,186,4
PHARMA - Z3,INSTITUTO PERUANO DE LA VISION S.A.C.,GAAP,2,FEB,1181.65,15,Z3,NORTE CHICO,False,False,True,False,40498.0,GAAP OFTENO 3 ML,FEBRERO,0.873555976,85355.44,97172.18164,84885.34,186,7
PHARMA - Z3,INSTITUTO PERUANO DE LA VISION S.A.C.,LAGRICEL,2,FEB,614.1,12,Z3,NORTE CHICO,False,False,True,False,40515.0,LAGRICEL OFTENO 0.5 ML,FEBRERO,0.970823097,194840.09,165898.7416,161058.33,186,9
PHARMA - Z3,INSTITUTO PERUANO DE LA VISION S.A.C.,SOPHIPREN,2,FEB,165.17,3,Z3,NORTE CHICO,False,False,True,False,40338.0,SOPHIPREN OFTENO 5 ML,FEBRERO,1.300787434,39394.05,56555.62783,73566.85,186,12
PHARMA - Z3,INSTITUTO PERUANO DE LA VISION S.A.C.,TRAZIDEX O,2,FEB,138.92,3,Z3,NORTE CHICO,False,False,True,False,40341.0,TRAZIDEX OFTENO 5 ML.,FEBRERO,0.868398954,99642.69,95524.58531,82953.45,186,13
PHARMA - Z3,INSTITUTO PERUANO DE LA VISION S.A.C.,TRAZIDEX U,2,FEB,504.96,12,Z3,NORTE CHICO,False,False,True,False,40342.0,TRAZIDEX UNGENA 3.5 G,FEBRERO,0.737379291,111697.65,148184.091,109267.88,186,14
PHARMA - Z3,INSTITUTO PERUANO DE LA VISION S.A.C.,AQUADRAN,3,MAR,162.0,3,Z3,NORTE CHICO,False,False,True,False,41945.0,AQUADRAN 10G,MARZO,1.286810293,13176.0,33810.57818,43507.8,186,1
PHARMA - Z3,INSTITUTO PERUANO DE LA VISION S.A.C.,DUSTALOX,3,MAR,451.22,10,Z3,NORTE CHICO,False,False,True,False,41121.0,DUSTALOX 5ML,MARZO,0.887447361,6813.43,11070.27913,9824.29,186,2
PHARMA - Z3,INSTITUTO PERUANO DE LA VISION S.A.C.,ELAR-B,3,MAR,3415.5,66,Z3,NORTE CHICO,False,False,True,False,42098.0,ELAR-B 5 ML,MARZO,0.892513965,0.0,23180.02945,20688.5,186,3
PHARMA - Z3,INSTITUTO PERUANO DE LA VISION S.A.C.,ELIPTIC,3,MAR,152.21,3,Z3,NORTE CHICO,False,False,True,False,41076.0,ELIPTIC OFTENO 5ML,MARZO,0.61397952,3462.73,37097.88238,22777.34,186,4
PHARMA - Z3,INSTITUTO PERUANO DE LA VISION S.A.C.,GAAP,3,MAR,708.99,9,Z3,NORTE CHICO,False,False,True,False,40498.0,GAAP OFTENO 3 ML,MARZO,0.701456825,85355.44,97172.18164,68162.09,186,7
PHARMA - Z3,INSTITUTO PERUANO DE LA VISION S.A.C.,LAGRICEL,3,MAR,307.05,6,Z3,NORTE CHICO,False,False,True,False,40515.0,LAGRICEL OFTENO 0.5 ML,MARZO,1.138987362,194840.09,165898.7416,188956.57,186,9
PHARMA - Z3,INSTITUTO PERUANO DE LA VISION S.A.C.,TRAZIDEX O,3,MAR,694.58,15,Z3,NORTE CHICO,False,False,True,False,40341.0,TRAZIDEX OFTENO 5 ML.,MARZO,0.841410928,99642.69,95524.58531,80375.43,186,13
PHARMA - Z3,INSTITUTO PERUANO DE LA VISION S.A.C.,TRAZIDEX U,3,MAR,378.72,9,Z3,NORTE CHICO,False,False,True,False,40342.0,TRAZIDEX UNGENA 3.5 G,MARZO,0.890660186,111697.65,148184.091,131981.67,186,14
PHARMA - Z3,INSTITUTO PERUANO DE LA VISION S.A.C.,ZEBESTEN,3,MAR,147.26,3,Z3,NORTE CHICO,False,False,True,False,41604.0,ZEBESTEN 5ML PERU,MARZO,1.283372043,24271.56,27459.43408,35240.67,186,15
PHARMA - Z3,INSTITUTO PERUANO DE LA VISION S.A.C.,AQUADRAN,4,ABR,162.0,3,Z3,NORTE CHICO,False,False,True,False,41945.0,AQUADRAN 10G,ABRIL,1.367885669,18754.2,35738.51318,48886.2,186,1
PHARMA - Z3,INSTITUTO PERUANO DE LA VISION S.A.C.,ELAR-B,4,ABR,0.0,24,Z3,NORTE CHICO,False,False,True,True,42098.0,ELAR-B 5 ML,ABRIL,0.614395812,0.0,24407.71845,14996.0,186,3
PHARMA - Z3,INSTITUTO PERUANO DE LA VISION S.A.C.,GAAP,4,ABR,236.0,3,Z3,NORTE CHICO,False,False,True,False,40498.0,GAAP OFTENO 3 ML,ABRIL,0.475712047,79645.31,102582.687,48799.82,186,7
PHARMA - Z3,INSTITUTO PERUANO DE LA VISION S.A.C.,LAGRICEL,4,ABR,0.0,42,Z3,NORTE CHICO,False,False,True,True,40515.0,LAGRICEL OFTENO 0.5 ML,ABRIL,0.760754197,152829.6,174961.4402,133102.65,186,9
PHARMA - Z3,INSTITUTO PERUANO DE LA VISION S.A.C.,TRAZIDEX O,4,ABR,417.0,9,Z3,NORTE CHICO,False,False,True,False,40341.0,TRAZIDEX OFTENO 5 ML.,ABRIL,0.966120714,91975.94,101185.0264,97756.95,186,13
PHARMA - Z3,INSTITUTO PERUANO DE LA VISION S.A.C.,TRAZIDEX U,4,ABR,0.0,24,Z3,NORTE CHICO,False,False,True,True,40342.0,TRAZIDEX UNGENA 3.5 G,ABRIL,0.810349246,131494.88,156358.3363,126704.86,186,14
PHARMA - Z3,INSTITUTO PERUANO DE LA VISION S.A.C.,AGGLAD,5,MAY,238.0,3,Z3,NORTE CHICO,False,False,True,False,40351.0,AGGLAD OFTENO 5 ML,MAYO,0.670022241,26193.67,120891.2407,80999.82,186,0
PHARMA - Z3,INSTITUTO PERUANO DE LA VISION S.A.C.,AQUADRAN,5,MAY,648.0,12,Z3,NORTE CHICO,False,False,True,False,41945.0,AQUADRAN 10G,MAYO,1.308504351,13786.2,35738.51318,46764.0,186,1
PHARMA - Z3,INSTITUTO PERUANO DE LA VISION S.A.C.,ELAR-B,5,MAY,932.0,18,Z3,NORTE CHICO,False,False,True,False,42098.0,ELAR-B 5 ML,MAYO,0.690959707,0.0,24407.71845,16864.75,186,3
PHARMA - Z3,INSTITUTO PERUANO DE LA VISION S.A.C.,GAAP,5,MAY,0.0,17,Z3,NORTE CHICO,False,False,True,True,40498.0,GAAP OFTENO 3 ML,MAYO,0.567550546,86214.37,102582.687,58220.86,186,7
PHARMA - Z3,INSTITUTO PERUANO DE LA VISION S.A.C.,LANDAX,5,MAY,280.0,6,Z3,NORTE CHICO,False,False,True,False,41804.0,LANDAX 5ML,MAYO,0.638188198,10589.8,22304.8625,14234.7,186,11
PHARMA - Z3,INSTITUTO PERUANO DE LA VISION S.A.C.,SOPHIPREN,5,MAY,0.0,24,Z3,NORTE CHICO,False,False,True,True,40338.0,SOPHIPREN OFTENO 5 ML,MAYO,0.947602386,43314.92,59671.10342,56544.48,186,12
PHARMA - Z3,INSTITUTO PERUANO DE LA VISION S.A.C.,TRAZIDEX O,5,MAY,787.0,17,Z3,NORTE CHICO,False,False,True,False,40341.0,TRAZIDEX OFTENO 5 ML.,MAYO,0.725790194,64098.19,101185.0264,73439.1,186,13
PHARMA - Z3,INSTITUTO PERUANO DE LA VISION S.A.C.,ZEBESTEN,5,MAY,0.0,29,Z3,NORTE CHICO,False,False,True,True,41604.0,ZEBESTEN 5ML PERU,MAYO,0.825216123,27515.83,29060.89609,23981.52,186,15
PHARMA - Z3,INSTITUTO PERUANO DE LA VISION S.A.C.,AQUADRAN,6,JUN,756.0,14,Z3,NORTE CHICO,False,False,True,False,41945.0,AQUADRAN 10G,JUNIO,0.329694376,15957.0,35738.51318,47521.3,186,1
PHARMA - Z3,INSTITUTO PERUANO DE LA VISION S.A.C.,DUSTALOX,6,JUN,226.0,5,Z3,NORTE CHICO,False,False,True,False,41121.0,DUSTALOX 5ML,JUNIO,-0.44241925,5938.11,11675.36719,6509.96,186,2
PHARMA - Z3,INSTITUTO PERUANO DE LA VISION S.A.C.,ELAR-B,6,JUN,0.0,36,Z3,NORTE CHICO,False,False,True,True,42098.0,ELAR-B 5 ML,JUNIO,-0.29490542,0.0,24407.71845,17209.75,186,3
PHARMA - Z3,INSTITUTO PERUANO DE LA VISION S.A.C.,ELIPTIC,6,JUN,254.0,5,Z3,NORTE CHICO,False,False,True,False,41076.0,ELIPTIC OFTENO 5ML,JUNIO,-0.521091319,5789.48,39043.81097,18698.42,186,4
PHARMA - Z3,INSTITUTO PERUANO DE LA VISION S.A.C.,GAAP,6,JUN,867.0,11,Z3,NORTE CHICO,False,False,True,False,40498.0,GAAP OFTENO 3 ML,JUNIO,-0.271295457,79907.03,102582.687,74752.47,186,7
PHARMA - Z3,INSTITUTO PERUANO DE LA VISION S.A.C.,LAGRICEL,6,JUN,614.0,12,Z3,NORTE CHICO,False,False,True,False,40515.0,LAGRICEL OFTENO 0.5 ML,JUNIO,-0.157973323,129483.27,174961.4402,147322.2,186,9
PHARMA - Z3,INSTITUTO PERUANO DE LA VISION S.A.C.,TRAZIDEX O,6,JUN,463.0,10,Z3,NORTE CHICO,False,False,True,False,40341.0,TRAZIDEX OFTENO 5 ML.,JUNIO,-0.192738462,70697.29,101185.0264,81682.78,186,13
PHARMA - Z3,INSTITUTO PERUANO DE LA VISION S.A.C.,TRAZIDEX U,6,JUN,505.0,12,Z3,NORTE CHICO,False,False,True,False,40342.0,TRAZIDEX UNGENA 3.5 G,JUNIO,-0.144707451,114383.92,156358.3363,133732.12,186,14
PHARMA - N1,INSTITUTO PRIVADO DE OFTALMOLOGIA DE PIURA E.I.R.L.,AGGLAD,5,MAY,0.0,20,N1,CHICLAYO,False,False,True,True,40351.0,AGGLAD OFTENO 5 ML,MAYO,0.670022241,26193.67,120891.2407,80999.82,187,0
PHARMA - N1,INSTITUTO PRIVADO DE OFTALMOLOGIA DE PIURA E.I.R.L.,AQUADRAN,5,MAY,0.0,20,N1,CHICLAYO,False,False,True,True,41945.0,AQUADRAN 10G,MAYO,1.308504351,13786.2,35738.51318,46764.0,187,1
PHARMA - Z1,INSTITUTOS OFTALMOLOGICOS ESPECIALIZADOS DR.CARLOS WONG CAM S.A.C,AGGLAD,1,ENE,1345.08,20,Z1,LIMA,False,False,True,False,40351.0,AGGLAD OFTENO 5 ML,ENERO,1.0,22534.35,110094.81,110094.81,188,0
PHARMA - Z1,INSTITUTOS OFTALMOLOGICOS ESPECIALIZADOS DR.CARLOS WONG CAM S.A.C,AQUADRAN,1,ENE,1080.0,20,Z1,LIMA,False,False,True,False,41945.0,AQUADRAN 10G,ENERO,1.0,3348.0,44517.6,44517.6,188,1
PHARMA - Z1,INSTITUTOS OFTALMOLOGICOS ESPECIALIZADOS DR.CARLOS WONG CAM S.A.C,ELIPTIC,1,ENE,761.04,15,Z1,LIMA,False,False,True,False,41076.0,ELIPTIC OFTENO 5ML,ENERO,1.0,1539.11,12243.87,12243.87,188,4
PHARMA - Z1,INSTITUTOS OFTALMOLOGICOS ESPECIALIZADOS DR.CARLOS WONG CAM S.A.C,FLUMETOL NF,1,ENE,1347.56,30,Z1,LIMA,False,False,True,False,40513.0,FLUMETOL NF OFTENO 5ML,ENERO,1.0,106644.0,144656.97,144656.97,188,6
PHARMA - Z1,INSTITUTOS OFTALMOLOGICOS ESPECIALIZADOS DR.CARLOS WONG CAM S.A.C,GAAP,1,ENE,3369.91,35,Z1,LIMA,False,False,True,False,40498.0,GAAP OFTENO 3 ML,ENERO,1.0,101352.36,99775.16,99775.16,188,7
PHARMA - Z1,INSTITUTOS OFTALMOLOGICOS ESPECIALIZADOS DR.CARLOS WONG CAM S.A.C,LAGRICEL,1,ENE,4257.76,80,Z1,LIMA,False,False,True,False,40515.0,LAGRICEL OFTENO 0.5 ML,ENERO,1.0,154236.51,132452.04,132452.04,188,9
PHARMA - Z1,INSTITUTOS OFTALMOLOGICOS ESPECIALIZADOS DR.CARLOS WONG CAM S.A.C,LAGRICEL PF,1,ENE,3658.24,70,Z1,LIMA,False,False,True,False,41582.0,LAGRICEL OFTENO LIBRE DE CONSERVADORES (PF) 10 ML,ENERO,1.0,241357.65,244552.3,244552.3,188,10
PHARMA - Z1,INSTITUTOS OFTALMOLOGICOS ESPECIALIZADOS DR.CARLOS WONG CAM S.A.C,SOPHIPREN,1,ENE,1397.55,30,Z1,LIMA,False,False,True,False,40338.0,SOPHIPREN OFTENO 5 ML,ENERO,1.0,41450.28,50525.9,50525.9,188,12
PHARMA - Z1,INSTITUTOS OFTALMOLOGICOS ESPECIALIZADOS DR.CARLOS WONG CAM S.A.C,TRAZIDEX O,1,ENE,1389.15,30,Z1,LIMA,False,False,True,False,40341.0,TRAZIDEX OFTENO 5 ML.,ENERO,1.0,107782.12,170736.47,170736.47,188,13
PHARMA - Z1,INSTITUTOS OFTALMOLOGICOS ESPECIALIZADOS DR.CARLOS WONG CAM S.A.C,TRAZIDEX U,1,ENE,1870.2,40,Z1,LIMA,False,False,True,False,40342.0,TRAZIDEX UNGENA 3.5 G,ENERO,1.0,127130.48,135275.35,135275.35,188,14
PHARMA - Z1,INSTITUTOS OFTALMOLOGICOS ESPECIALIZADOS DR.CARLOS WONG CAM S.A.C,ZEBESTEN,1,ENE,1472.63,30,Z1,LIMA,False,False,True,False,41604.0,ZEBESTEN 5ML PERU,ENERO,1.0,31496.43,43862.02,43862.02,188,15
PHARMA - Z1,INSTITUTOS OFTALMOLOGICOS ESPECIALIZADOS DR.CARLOS WONG CAM S.A.C,AGGLAD,2,FEB,1650.78,30,Z1,LIMA,False,False,True,False,40351.0,AGGLAD OFTENO 5 ML,FEBRERO,0.96716156,31785.06,114546.1364,110784.62,188,0
PHARMA - Z1,INSTITUTOS OFTALMOLOGICOS ESPECIALIZADOS DR.CARLOS WONG CAM S.A.C,AQUADRAN,2,FEB,540.0,10,Z1,LIMA,False,False,True,False,41945.0,AQUADRAN 10G,FEBRERO,1.033824379,13176.0,33810.57818,34954.2,188,1
PHARMA - Z1,INSTITUTOS OFTALMOLOGICOS ESPECIALIZADOS DR.CARLOS WONG CAM S.A.C,ELAR-B,2,FEB,575.0,10,Z1,LIMA,False,False,True,False,42098.0,ELAR-B 5 ML,FEBRERO,0.622378415,0.0,23180.02945,14426.75,188,3
PHARMA - Z1,INSTITUTOS OFTALMOLOGICOS ESPECIALIZADOS DR.CARLOS WONG CAM S.A.C,ELIPTIC,2,FEB,951.3,30,Z1,LIMA,False,False,True,False,41076.0,ELIPTIC OFTENO 5ML,FEBRERO,0.601609541,3462.73,37097.88238,22318.44,188,4
PHARMA - Z1,INSTITUTOS OFTALMOLOGICOS ESPECIALIZADOS DR.CARLOS WONG CAM S.A.C,FLUMETOL NF,2,FEB,1347.56,30,Z1,LIMA,False,False,True,False,40513.0,FLUMETOL NF OFTENO 5ML,FEBRERO,1.285457107,84540.52,101550.4985,130538.81,188,6
PHARMA - Z1,INSTITUTOS OFTALMOLOGICOS ESPECIALIZADOS DR.CARLOS WONG CAM S.A.C,GAAP,2,FEB,5776.98,60,Z1,LIMA,False,False,True,False,40498.0,GAAP OFTENO 3 ML,FEBRERO,0.873555976,85355.44,97172.18164,84885.34,188,7
PHARMA - Z1,INSTITUTOS OFTALMOLOGICOS ESPECIALIZADOS DR.CARLOS WONG CAM S.A.C,LAGRICEL,2,FEB,1596.66,30,Z1,LIMA,False,False,True,False,40515.0,LAGRICEL OFTENO 0.5 ML,FEBRERO,0.970823097,194840.09,165898.7416,161058.33,188,9
PHARMA - Z1,INSTITUTOS OFTALMOLOGICOS ESPECIALIZADOS DR.CARLOS WONG CAM S.A.C,LAGRICEL PF,2,FEB,5748.66,110,Z1,LIMA,False,False,True,False,41582.0,LAGRICEL OFTENO LIBRE DE CONSERVADORES (PF) 10 ML,FEBRERO,1.01762066,244371.43,248182.4906,252555.63,188,10
PHARMA - Z1,INSTITUTOS OFTALMOLOGICOS ESPECIALIZADOS DR.CARLOS WONG CAM S.A.C,SOPHIPREN,2,FEB,2329.25,50,Z1,LIMA,False,False,True,False,40338.0,SOPHIPREN OFTENO 5 ML,FEBRERO,1.300787434,39394.05,56555.62783,73566.85,188,12
PHARMA - Z1,INSTITUTOS OFTALMOLOGICOS ESPECIALIZADOS DR.CARLOS WONG CAM S.A.C,TRAZIDEX O,2,FEB,2778.3,60,Z1,LIMA,False,False,True,False,40341.0,TRAZIDEX OFTENO 5 ML.,FEBRERO,0.868398954,99642.69,95524.58531,82953.45,188,13
PHARMA - Z1,INSTITUTOS OFTALMOLOGICOS ESPECIALIZADOS DR.CARLOS WONG CAM S.A.C,TRAZIDEX U,2,FEB,2805.3,60,Z1,LIMA,False,False,True,False,40342.0,TRAZIDEX UNGENA 3.5 G,FEBRERO,0.737379291,111697.65,148184.091,109267.88,188,14
PHARMA - Z1,INSTITUTOS OFTALMOLOGICOS ESPECIALIZADOS DR.CARLOS WONG CAM S.A.C,ZEBESTEN,2,FEB,981.75,20,Z1,LIMA,False,False,True,False,41604.0,ZEBESTEN 5ML PERU,FEBRERO,0.998966691,24271.56,27459.43408,27431.06,188,15
PHARMA - Z1,INSTITUTOS OFTALMOLOGICOS ESPECIALIZADOS DR.CARLOS WONG CAM S.A.C,AGGLAD,3,MAR,1100.52,20,Z1,LIMA,False,False,True,False,40351.0,AGGLAD OFTENO 5 ML,MARZO,0.708033745,31785.06,114546.1364,81102.53,188,0
PHARMA - Z1,INSTITUTOS OFTALMOLOGICOS ESPECIALIZADOS DR.CARLOS WONG CAM S.A.C,AQUADRAN,3,MAR,1620.0,30,Z1,LIMA,False,False,True,False,41945.0,AQUADRAN 10G,MARZO,1.286810293,13176.0,33810.57818,43507.8,188,1
PHARMA - Z1,INSTITUTOS OFTALMOLOGICOS ESPECIALIZADOS DR.CARLOS WONG CAM S.A.C,DUSTALOX,3,MAR,1353.66,30,Z1,LIMA,False,False,True,False,41121.0,DUSTALOX 5ML,MARZO,0.887447361,6813.43,11070.27913,9824.29,188,2
PHARMA - Z1,INSTITUTOS OFTALMOLOGICOS ESPECIALIZADOS DR.CARLOS WONG CAM S.A.C,ELIPTIC,3,MAR,1997.73,63,Z1,LIMA,False,False,True,False,41076.0,ELIPTIC OFTENO 5ML,MARZO,0.61397952,3462.73,37097.88238,22777.34,188,4
PHARMA - Z1,INSTITUTOS OFTALMOLOGICOS ESPECIALIZADOS DR.CARLOS WONG CAM S.A.C,FLUMETOL NF,3,MAR,898.37,20,Z1,LIMA,False,False,True,False,40513.0,FLUMETOL NF OFTENO 5ML,MARZO,1.399890715,84540.52,101550.4985,142159.6,188,6
PHARMA - Z1,INSTITUTOS OFTALMOLOGICOS ESPECIALIZADOS DR.CARLOS WONG CAM S.A.C,GAAP,3,MAR,11072.55,115,Z1,LIMA,False,False,True,False,40498.0,GAAP OFTENO 3 ML,MARZO,0.701456825,85355.44,97172.18164,68162.09,188,7
PHARMA - Z1,INSTITUTOS OFTALMOLOGICOS ESPECIALIZADOS DR.CARLOS WONG CAM S.A.C,LAGRICEL,3,MAR,2128.88,40,Z1,LIMA,False,False,True,False,40515.0,LAGRICEL OFTENO 0.5 ML,MARZO,1.138987362,194840.09,165898.7416,188956.57,188,9
PHARMA - Z1,INSTITUTOS OFTALMOLOGICOS ESPECIALIZADOS DR.CARLOS WONG CAM S.A.C,LAGRICEL PF,3,MAR,3658.24,70,Z1,LIMA,False,False,True,False,41582.0,LAGRICEL OFTENO LIBRE DE CONSERVADORES (PF) 10 ML,MARZO,1.041573922,244371.43,248182.4906,258500.41,188,10
PHARMA - Z1,INSTITUTOS OFTALMOLOGICOS ESPECIALIZADOS DR.CARLOS WONG CAM S.A.C,SOPHIPREN,3,MAR,2795.11,60,Z1,LIMA,False,False,True,False,40338.0,SOPHIPREN OFTENO 5 ML,MARZO,1.018181783,39394.05,56555.62783,57583.91,188,12
PHARMA - Z1,INSTITUTOS OFTALMOLOGICOS ESPECIALIZADOS DR.CARLOS WONG CAM S.A.C,TRAZIDEX O,3,MAR,2778.3,60,Z1,LIMA,False,False,True,False,40341.0,TRAZIDEX OFTENO 5 ML.,MARZO,0.841410928,99642.69,95524.58531,80375.43,188,13
PHARMA - Z1,INSTITUTOS OFTALMOLOGICOS ESPECIALIZADOS DR.CARLOS WONG CAM S.A.C,TRAZIDEX U,3,MAR,2805.3,60,Z1,LIMA,False,False,True,False,40342.0,TRAZIDEX UNGENA 3.5 G,MARZO,0.890660186,111697.65,148184.091,131981.67,188,14
PHARMA - Z1,INSTITUTOS OFTALMOLOGICOS ESPECIALIZADOS DR.CARLOS WONG CAM S.A.C,ZEBESTEN,3,MAR,1472.63,30,Z1,LIMA,False,False,True,False,41604.0,ZEBESTEN 5ML PERU,MARZO,1.283372043,24271.56,27459.43408,35240.67,188,15
PHARMA - Z1,INSTITUTOS OFTALMOLOGICOS ESPECIALIZADOS DR.CARLOS WONG CAM S.A.C,AGGLAD,4,ABR,0.0,20,Z1,LIMA,False,False,True,True,40351.0,AGGLAD OFTENO 5 ML,ABRIL,0.757043269,24635.46,120891.2407,91519.9,188,0
PHARMA - Z1,INSTITUTOS OFTALMOLOGICOS ESPECIALIZADOS DR.CARLOS WONG CAM S.A.C,AQUADRAN,4,ABR,540.0,10,Z1,LIMA,False,False,True,False,41945.0,AQUADRAN 10G,ABRIL,1.367885669,18754.2,35738.51318,48886.2,188,1
PHARMA - Z1,INSTITUTOS OFTALMOLOGICOS ESPECIALIZADOS DR.CARLOS WONG CAM S.A.C,ELIPTIC,4,ABR,317.0,10,Z1,LIMA,False,False,True,False,41076.0,ELIPTIC OFTENO 5ML,ABRIL,0.367779928,4871.41,39043.81097,14359.53,188,4
PHARMA - Z1,INSTITUTOS OFTALMOLOGICOS ESPECIALIZADOS DR.CARLOS WONG CAM S.A.C,FLUMETOL NF,4,ABR,898.0,20,Z1,LIMA,False,False,True,False,40513.0,FLUMETOL NF OFTENO 5ML,ABRIL,1.22328994,97096.28,107397.8095,131378.66,188,6
PHARMA - Z1,INSTITUTOS OFTALMOLOGICOS ESPECIALIZADOS DR.CARLOS WONG CAM S.A.C,GAAP,4,ABR,0.0,65,Z1,LIMA,False,False,True,True,40498.0,GAAP OFTENO 3 ML,ABRIL,0.475712047,79645.31,102582.687,48799.82,188,7
PHARMA - Z1,INSTITUTOS OFTALMOLOGICOS ESPECIALIZADOS DR.CARLOS WONG CAM S.A.C,LAGRICEL,4,ABR,0.0,40,Z1,LIMA,False,False,True,True,40515.0,LAGRICEL OFTENO 0.5 ML,ABRIL,0.760754197,152829.6,174961.4402,133102.65,188,9
PHARMA - Z1,INSTITUTOS OFTALMOLOGICOS ESPECIALIZADOS DR.CARLOS WONG CAM S.A.C,LAGRICEL PF,4,ABR,0.0,110,Z1,LIMA,False,False,True,True,41582.0,LAGRICEL OFTENO LIBRE DE CONSERVADORES (PF) 10 ML,ABRIL,1.234011277,222585.45,261957.3873,323258.37,188,10
PHARMA - Z1,INSTITUTOS OFTALMOLOGICOS ESPECIALIZADOS DR.CARLOS WONG CAM S.A.C,SOPHIPREN,4,ABR,0.0,55,Z1,LIMA,False,False,True,True,40338.0,SOPHIPREN OFTENO 5 ML,ABRIL,1.125758804,51339.43,59671.10342,67175.27,188,12
PHARMA - Z1,INSTITUTOS OFTALMOLOGICOS ESPECIALIZADOS DR.CARLOS WONG CAM S.A.C,TRAZIDEX O,4,ABR,0.0,50,Z1,LIMA,False,False,True,True,40341.0,TRAZIDEX OFTENO 5 ML.,ABRIL,0.966120714,91975.94,101185.0264,97756.95,188,13
PHARMA - Z1,INSTITUTOS OFTALMOLOGICOS ESPECIALIZADOS DR.CARLOS WONG CAM S.A.C,TRAZIDEX U,4,ABR,0.0,130,Z1,LIMA,False,False,True,True,40342.0,TRAZIDEX UNGENA 3.5 G,ABRIL,0.810349246,131494.88,156358.3363,126704.86,188,14
PHARMA - Z1,INSTITUTOS OFTALMOLOGICOS ESPECIALIZADOS DR.CARLOS WONG CAM S.A.C,ZEBESTEN,4,ABR,982.0,20,Z1,LIMA,False,False,True,False,41604.0,ZEBESTEN 5ML PERU,ABRIL,1.062586642,26953.56,29060.89609,30879.72,188,15
PHARMA - Z1,INSTITUTOS OFTALMOLOGICOS ESPECIALIZADOS DR.CARLOS WONG CAM S.A.C,AGGLAD,5,MAY,0.0,30,Z1,LIMA,False,False,True,True,40351.0,AGGLAD OFTENO 5 ML,MAYO,0.670022241,26193.67,120891.2407,80999.82,188,0
PHARMA - Z1,INSTITUTOS OFTALMOLOGICOS ESPECIALIZADOS DR.CARLOS WONG CAM S.A.C,AQUADRAN,5,MAY,0.0,20,Z1,LIMA,False,False,True,True,41945.0,AQUADRAN 10G,MAYO,1.308504351,13786.2,35738.51318,46764.0,188,1
PHARMA - Z1,INSTITUTOS OFTALMOLOGICOS ESPECIALIZADOS DR.CARLOS WONG CAM S.A.C,DUSTALOX,5,MAY,902.0,20,Z1,LIMA,False,False,True,False,41121.0,DUSTALOX 5ML,MAYO,0.508953586,12191.14,11675.36719,5942.22,188,2
PHARMA - Z1,INSTITUTOS OFTALMOLOGICOS ESPECIALIZADOS DR.CARLOS WONG CAM S.A.C,ELIPTIC,5,MAY,951.0,30,Z1,LIMA,False,False,True,False,41076.0,ELIPTIC OFTENO 5ML,MAYO,0.349092716,2803.71,39043.81097,13629.91,188,4
PHARMA - Z1,INSTITUTOS OFTALMOLOGICOS ESPECIALIZADOS DR.CARLOS WONG CAM S.A.C,FLUMETOL NF,5,MAY,449.0,10,Z1,LIMA,False,False,True,False,40513.0,FLUMETOL NF OFTENO 5ML,MAYO,1.182290501,84208.66,107397.8095,126975.41,188,6
