vendedor,cliente,producto,mes_num,mes_abbr,monto_cancelado,cantidad,zona_code,zona,is_return,is_payment_only,is_purchase,is_credit_delivery,sku,descripcion,mes_nombre,pct,py24,tgt,venta,cliente_id,producto_id
PHARMA - Z1,A & E SERVICIOS MEDICOS S.A.C.,GAAP PF,1,ENE,540.93,6,Z1,LIMA,False,False,True,False,41567.0,GAAP OFTENO LIBRE DE CONSER PF 3 ML PERU,ENERO,1.0,67726.3,99013.28,99013.28,0,8
PHARMA - Z1,A & E SERVICIOS MEDICOS S.A.C.,LAGRICEL PF,1,ENE,340.83,6,Z1,LIMA,False,False,True,False,41582.0,LAGRICEL OFTENO LIBRE DE CONSERVADORES (PF) 10 ML,ENERO,1.0,241357.65,244552.3,244552.3,0,10
PHARMA - Z1,A & E SERVICIOS MEDICOS S.A.C.,SOPHIPREN,1,ENE,254.1,6,Z1,LIMA,False,False,True,False,40338.0,SOPHIPREN OFTENO 5 ML,ENERO,1.0,41450.28,50525.9,50525.9,0,12
PHARMA - Z1,A & E SERVICIOS MEDICOS S.A.C.,ZEBESTEN,1,ENE,294.53,6,Z1,LIMA,False,False,True,False,41604.0,ZEBESTEN 5ML PERU,ENERO,1.0,31496.43,43862.02,43862.02,0,15
PHARMA - Z1,A & E SERVICIOS MEDICOS S.A.C.,LAGRICEL PF,2,FEB,340.83,6,Z1,LIMA,False,False,True,False,41582.0,LAGRICEL OFTENO LIBRE DE CONSERVADORES (PF) 10 ML,FEBRERO,1.01762066,244371.43,248182.4906,252555.63,0,10
PHARMA - Z1,A & E SERVICIOS MEDICOS S.A.C.,SOPHIPREN,2,FEB,508.2,12,Z1,LIMA,False,False,True,False,40338.0,SOPHIPREN OFTENO 5 ML,FEBRERO,1.300787434,39394.05,56555.62783,73566.85,0,12
PHARMA - Z1,A & E SERVICIOS MEDICOS S.A.C.,ZEBESTEN,2,FEB,589.05,12,Z1,LIMA,False,False,True,False,41604.0,ZEBESTEN 5ML PERU,FEBRERO,0.998966691,24271.56,27459.43408,27431.06,0,15
PHARMA - Z1,A & E SERVICIOS MEDICOS S.A.C.,ELIPTIC PF,3,MAR,360.57,12,Z1,LIMA,False,False,True,False,41561.0,ELIPTIC OFTENO 5ML PF PERU,MARZO,0.543724406,16081.78,70691.40098,38436.64,0,5
PHARMA - Z1,A & E SERVICIOS MEDICOS S.A.C.,LAGRICEL PF,3,MAR,681.66,12,Z1,LIMA,False,False,True,False,41582.0,LAGRICEL OFTENO LIBRE DE CONSERVADORES (PF) 10 ML,MARZO,1.041573922,244371.43,248182.4906,258500.41,0,10
PHARMA - Z1,A & E SERVICIOS MEDICOS S.A.C.,SOPHIPREN,3,MAR,508.2,12,Z1,LIMA,False,False,True,False,40338.0,SOPHIPREN OFTENO 5 ML,MARZO,1.018181783,39394.05,56555.62783,57583.91,0,12
PHARMA - Z1,A & E SERVICIOS MEDICOS S.A.C.,AGGLAD,4,ABR,367.0,6,Z1,LIMA,False,False,True,False,40351.0,AGGLAD OFTENO 5 ML,ABRIL,0.757043269,24635.46,120891.2407,91519.9,0,0
PHARMA - Z1,A & E SERVICIOS MEDICOS S.A.C.,ELIPTIC PF,4,ABR,180.0,6,Z1,LIMA,False,False,True,False,41561.0,ELIPTIC OFTENO 5ML PF PERU,ABRIL,0.502083754,28406.63,74583.69182,37447.26,0,5
PHARMA - Z1,A & E SERVICIOS MEDICOS S.A.C.,GAAP PF,4,ABR,541.0,6,Z1,LIMA,False,False,True,False,41567.0,GAAP OFTENO LIBRE DE CONSER PF 3 ML PERU,ABRIL,0.580041645,82952.14,97315.99528,56447.33,0,8
PHARMA - Z1,A & E SERVICIOS MEDICOS S.A.C.,LAGRICEL PF,4,ABR,341.0,6,Z1,LIMA,False,False,True,False,41582.0,LAGRICEL OFTENO LIBRE DE CONSERVADORES (PF) 10 ML,ABRIL,1.234011277,222585.45,261957.3873,323258.37,0,10
PHARMA - Z1,A & E SERVICIOS MEDICOS S.A.C.,SOPHIPREN,4,ABR,254.0,6,Z1,LIMA,False,False,True,False,40338.0,SOPHIPREN OFTENO 5 ML,ABRIL,1.125758804,51339.43,59671.10342,67175.27,0,12
PHARMA - Z1,A & E SERVICIOS MEDICOS S.A.C.,ZEBESTEN,4,ABR,295.0,6,Z1,LIMA,False,False,True,False,41604.0,ZEBESTEN 5ML PERU,ABRIL,1.062586642,26953.56,29060.89609,30879.72,0,15
PHARMA - Z1,A & E SERVICIOS MEDICOS S.A.C.,GAAP PF,7,JUL,541.0,6,Z1,LIMA,False,False,True,False,41567.0,GAAP OFTENO LIBRE DE CONSER PF 3 ML PERU,JULIO,-0.767903816,96163.14,107619.8651,24978.16,0,8
PHARMA - Z1,A & E SERVICIOS MEDICOS S.A.C.,LAGRICEL PF,7,JUL,341.0,6,Z1,LIMA,False,False,True,False,41582.0,LAGRICEL OFTENO LIBRE DE CONSERVADORES (PF) 10 ML,JULIO,-0.871300153,205886.66,289507.1807,37259.53,0,10
PHARMA - Z1,A & E SERVICIOS MEDICOS S.A.C.,SOPHIPREN,7,JUL,254.0,6,Z1,LIMA,False,False,True,False,40338.0,SOPHIPREN OFTENO 5 ML,JULIO,-0.815953083,49954.18,65902.05458,12129.07,0,12
PHARMA - Z3,AAA SAC,DUSTALOX,1,ENE,1845.9,50,Z3,NORTE CHICO,False,False,True,False,41121.0,DUSTALOX 5ML,ENERO,1.0,13592.53,8778.28,8778.28,1,2
PHARMA - Z3,AAA SAC,ELIPTIC PF,1,ENE,2612.8,50,Z3,NORTE CHICO,False,False,True,False,41561.0,ELIPTIC OFTENO 5ML PF PERU,ENERO,1.0,16201.95,62857.68,62857.68,1,5
PHARMA - Z3,AAA SAC,TRAZIDEX U,1,ENE,4675.5,100,Z3,NORTE CHICO,False,False,True,False,40342.0,TRAZIDEX UNGENA 3.5 G,ENERO,1.0,127130.48,135275.35,135275.35,1,14
PHARMA - Z3,AAA SAC,ZEBESTEN,1,ENE,2454.38,50,Z3,NORTE CHICO,False,False,True,False,41604.0,ZEBESTEN 5ML PERU,ENERO,1.0,31496.43,43862.02,43862.02,1,15
PHARMA - Z3,AAA SAC,ELIPTIC PF,2,FEB,5225.6,100,Z3,NORTE CHICO,False,False,True,False,41561.0,ELIPTIC OFTENO 5ML PF PERU,FEBRERO,0.876631233,16081.78,70691.40098,61970.29,1,5
PHARMA - Z3,AAA SAC,FLUMETOL NF,2,FEB,2041.75,50,Z3,NORTE CHICO,False,False,True,False,40513.0,FLUMETOL NF OFTENO 5ML,FEBRERO,1.285457107,84540.52,101550.4985,130538.81,1,6
PHARMA - Z3,AAA SAC,LAGRICEL PF,2,FEB,5680.5,100,Z3,NORTE CHICO,False,False,True,False,41582.0,LAGRICEL OFTENO LIBRE DE CONSERVADORES (PF) 10 ML,FEBRERO,1.01762066,244371.43,248182.4906,252555.63,1,10
PHARMA - Z3,AAA SAC,ZEBESTEN,2,FEB,2454.38,50,Z3,NORTE CHICO,False,False,True,False,41604.0,ZEBESTEN 5ML PERU,FEBRERO,0.998966691,24271.56,27459.43408,27431.06,1,15
PHARMA - Z3,AAA SAC,DUSTALOX,3,MAR,1845.9,50,Z3,NORTE CHICO,False,False,True,False,41121.0,DUSTALOX 5ML,MARZO,0.887447361,6813.43,11070.27913,9824.29,1,2
PHARMA - Z3,AAA SAC,LAGRICEL PF,3,MAR,5680.5,100,Z3,NORTE CHICO,False,False,True,False,41582.0,LAGRICEL OFTENO LIBRE DE CONSERVADORES (PF) 10 ML,MARZO,1.041573922,244371.43,248182.4906,258500.41,1,10
PHARMA - Z3,AAA SAC,LANDAX,3,MAR,419.49,10,Z3,NORTE CHICO,False,False,True,False,41804.0,LANDAX 5ML,MARZO,0.673401888,4684.31,21117.7311,14220.72,1,11
PHARMA - Z3,AAA SAC,DUSTALOX,5,MAY,0.0,50,Z3,NORTE CHICO,False,False,True,True,41121.0,DUSTALOX 5ML,MAYO,0.508953586,12191.14,11675.36719,5942.22,1,2
PHARMA - Z3,AAA SAC,ELAR-B,5,MAY,518.0,10,Z3,NORTE CHICO,False,False,True,False,42098.0,ELAR-B 5 ML,MAYO,0.690959707,0.0,24407.71845,16864.75,1,3
PHARMA - Z3,AAA SAC,ELIPTIC PF,5,MAY,0.0,50,Z3,NORTE CHICO,False,False,True,True,41561.0,ELIPTIC OFTENO 5ML PF PERU,MAYO,0.635068724,11669.87,74583.69182,47365.77,1,5
PHARMA - Z3,AAA SAC,FLUMETOL NF,5,MAY,0.0,50,Z3,NORTE CHICO,False,False,True,True,40513.0,FLUMETOL NF OFTENO 5ML,MAYO,1.182290501,84208.66,107397.8095,126975.41,1,6
PHARMA - Z3,AAA SAC,TRAZIDEX U,5,MAY,0.0,50,Z3,NORTE CHICO,False,False,True,True,40342.0,TRAZIDEX UNGENA 3.5 G,MAYO,0.799544258,131001.94,156358.3363,125015.41,1,14
PHARMA - Z1,ADMINISTRADORA CLINICA RICARDO PALMA S.A.,AGGLAD,1,ENE,171.25,5,Z1,LIMA,False,False,True,False,40351.0,AGGLAD OFTENO 5 ML,ENERO,1.0,22534.35,110094.81,110094.81,2,0
PHARMA - Z1,ADMINISTRADORA CLINICA RICARDO PALMA S.A.,ELIPTIC,1,ENE,3512.2,213,Z1,LIMA,False,False,True,False,41076.0,ELIPTIC OFTENO 5ML,ENERO,1.0,1539.11,12243.87,12243.87,2,4
PHARMA - Z1,ADMINISTRADORA CLINICA RICARDO PALMA S.A.,FLUMETOL NF,1,ENE,7268.47,182,Z1,LIMA,False,False,True,False,40513.0,FLUMETOL NF OFTENO 5ML,ENERO,1.0,106644.0,144656.97,144656.97,2,6
PHARMA - Z1,ADMINISTRADORA CLINICA RICARDO PALMA S.A.,LAGRICEL,1,ENE,10243.19,450,Z1,LIMA,False,False,True,False,40515.0,LAGRICEL OFTENO 0.5 ML,ENERO,1.0,154236.51,132452.04,132452.04,2,9
PHARMA - Z1,ADMINISTRADORA CLINICA RICARDO PALMA S.A.,SOPHIPREN,1,ENE,5039.65,170,Z1,LIMA,False,False,True,False,40338.0,SOPHIPREN OFTENO 5 ML,ENERO,1.0,41450.28,50525.9,50525.9,2,12
PHARMA - Z1,ADMINISTRADORA CLINICA RICARDO PALMA S.A.,TRAZIDEX U,1,ENE,11974.15,360,Z1,LIMA,False,False,True,False,40342.0,TRAZIDEX UNGENA 3.5 G,ENERO,1.0,127130.48,135275.35,135275.35,2,14
PHARMA - Z1,ADMINISTRADORA CLINICA RICARDO PALMA S.A.,AGGLAD,2,FEB,4452.59,130,Z1,LIMA,False,False,True,False,40351.0,AGGLAD OFTENO 5 ML,FEBRERO,0.96716156,31785.06,114546.1364,110784.62,2,0
PHARMA - Z1,ADMINISTRADORA CLINICA RICARDO PALMA S.A.,ELIPTIC,2,FEB,4946.75,300,Z1,LIMA,False,False,True,False,41076.0,ELIPTIC OFTENO 5ML,FEBRERO,0.601609541,3462.73,37097.88238,22318.44,2,4
PHARMA - Z1,ADMINISTRADORA CLINICA RICARDO PALMA S.A.,FLUMETOL NF,2,FEB,8386.69,210,Z1,LIMA,False,False,True,False,40513.0,FLUMETOL NF OFTENO 5ML,FEBRERO,1.285457107,84540.52,101550.4985,130538.81,2,6
PHARMA - Z1,ADMINISTRADORA CLINICA RICARDO PALMA S.A.,LAGRICEL,2,FEB,17754.86,780,Z1,LIMA,False,False,True,False,40515.0,LAGRICEL OFTENO 0.5 ML,FEBRERO,0.970823097,194840.09,165898.7416,161058.33,2,9
PHARMA - Z1,ADMINISTRADORA CLINICA RICARDO PALMA S.A.,SOPHIPREN,2,FEB,5929.0,200,Z1,LIMA,False,False,True,False,40338.0,SOPHIPREN OFTENO 5 ML,FEBRERO,1.300787434,39394.05,56555.62783,73566.85,2,12
PHARMA - Z1,ADMINISTRADORA CLINICA RICARDO PALMA S.A.,TRAZIDEX U,2,FEB,7317.54,220,Z1,LIMA,False,False,True,False,40342.0,TRAZIDEX UNGENA 3.5 G,FEBRERO,0.737379291,111697.65,148184.091,109267.88,2,14
PHARMA - Z1,ADMINISTRADORA CLINICA RICARDO PALMA S.A.,AGGLAD,3,MAR,7192.63,210,Z1,LIMA,False,False,True,False,40351.0,AGGLAD OFTENO 5 ML,MARZO,0.708033745,31785.06,114546.1364,81102.53,2,0
PHARMA - Z1,ADMINISTRADORA CLINICA RICARDO PALMA S.A.,ELIPTIC,3,MAR,6100.99,370,Z1,LIMA,False,False,True,False,41076.0,ELIPTIC OFTENO 5ML,MARZO,0.61397952,3462.73,37097.88238,22777.34,2,4
PHARMA - Z1,ADMINISTRADORA CLINICA RICARDO PALMA S.A.,FLUMETOL NF,3,MAR,6389.86,160,Z1,LIMA,False,False,True,False,40513.0,FLUMETOL NF OFTENO 5ML,MARZO,1.399890715,84540.52,101550.4985,142159.6,2,6
PHARMA - Z1,ADMINISTRADORA CLINICA RICARDO PALMA S.A.,LAGRICEL,3,MAR,10243.19,450,Z1,LIMA,False,False,True,False,40515.0,LAGRICEL OFTENO 0.5 ML,MARZO,1.138987362,194840.09,165898.7416,188956.57,2,9
PHARMA - Z1,ADMINISTRADORA CLINICA RICARDO PALMA S.A.,SOPHIPREN,3,MAR,3853.85,130,Z1,LIMA,False,False,True,False,40338.0,SOPHIPREN OFTENO 5 ML,MARZO,1.018181783,39394.05,56555.62783,57583.91,2,12
PHARMA - Z1,ADMINISTRADORA CLINICA RICARDO PALMA S.A.,TRAZIDEX U,3,MAR,11974.15,360,Z1,LIMA,False,False,True,False,40342.0,TRAZIDEX UNGENA 3.5 G,MARZO,0.890660186,111697.65,148184.091,131981.67,2,14
PHARMA - Z1,ADMINISTRADORA CLINICA RICARDO PALMA S.A.,AGGLAD,4,ABR,0.0,220,Z1,LIMA,False,False,True,True,40351.0,AGGLAD OFTENO 5 ML,ABRIL,0.757043269,24635.46,120891.2407,91519.9,2,0
PHARMA - Z1,ADMINISTRADORA CLINICA RICARDO PALMA S.A.,ELIPTIC,4,ABR,0.0,430,Z1,LIMA,False,False,True,True,41076.0,ELIPTIC OFTENO 5ML,ABRIL,0.367779928,4871.41,39043.81097,14359.53,2,4
PHARMA - Z1,ADMINISTRADORA CLINICA RICARDO PALMA S.A.,FLUMETOL NF,4,ABR,0.0,240,Z1,LIMA,False,False,True,True,40513.0,FLUMETOL NF OFTENO 5ML,ABRIL,1.22328994,97096.28,107397.8095,131378.66,2,6
PHARMA - Z1,ADMINISTRADORA CLINICA RICARDO PALMA S.A.,LAGRICEL,4,ABR,0.0,450,Z1,LIMA,False,False,True,True,40515.0,LAGRICEL OFTENO 0.5 ML,ABRIL,0.760754197,152829.6,174961.4402,133102.65,2,9
PHARMA - Z1,ADMINISTRADORA CLINICA RICARDO PALMA S.A.,SOPHIPREN,4,ABR,0.0,190,Z1,LIMA,False,False,True,True,40338.0,SOPHIPREN OFTENO 5 ML,ABRIL,1.125758804,51339.43,59671.10342,67175.27,2,12
PHARMA - Z1,ADMINISTRADORA CLINICA RICARDO PALMA S.A.,TRAZIDEX U,4,ABR,0.0,280,Z1,LIMA,False,False,True,True,40342.0,TRAZIDEX UNGENA 3.5 G,ABRIL,0.810349246,131494.88,156358.3363,126704.86,2,14
PHARMA - Z1,ADMINISTRADORA CLINICA RICARDO PALMA S.A.,AGGLAD,5,MAY,0.0,210,Z1,LIMA,False,False,True,True,40351.0,AGGLAD OFTENO 5 ML,MAYO,0.670022241,26193.67,120891.2407,80999.82,2,0
PHARMA - Z1,ADMINISTRADORA CLINICA RICARDO PALMA S.A.,ELIPTIC,5,MAY,0.0,270,Z1,LIMA,False,False,True,True,41076.0,ELIPTIC OFTENO 5ML,MAYO,0.349092716,2803.71,39043.81097,13629.91,2,4
PHARMA - Z1,ADMINISTRADORA CLINICA RICARDO PALMA S.A.,FLUMETOL NF,5,MAY,0.0,180,Z1,LIMA,False,False,True,True,40513.0,FLUMETOL NF OFTENO 5ML,MAYO,1.182290501,84208.66,107397.8095,126975.41,2,6
PHARMA - Z1,ADMINISTRADORA CLINICA RICARDO PALMA S.A.,LAGRICEL,5,MAY,0.0,500,Z1,LIMA,False,False,True,True,40515.0,LAGRICEL OFTENO 0.5 ML,MAYO,0.714118093,158816.35,174961.4402,124943.13,2,9
PHARMA - Z1,ADMINISTRADORA CLINICA RICARDO PALMA S.A.,SOPHIPREN,5,MAY,0.0,190,Z1,LIMA,False,False,True,True,40338.0,SOPHIPREN OFTENO 5 ML,MAYO,0.947602386,43314.92,59671.10342,56544.48,2,12
PHARMA - Z1,ADMINISTRADORA CLINICA RICARDO PALMA S.A.,TRAZIDEX U,5,MAY,0.0,275,Z1,LIMA,False,False,True,True,40342.0,TRAZIDEX UNGENA 3.5 G,MAYO,0.799544258,131001.94,156358.3363,125015.41,2,14
PHARMA - Z1,ADMINISTRADORA CLINICA RICARDO PALMA S.A.,AGGLAD,6,JUN,0.0,160,Z1,LIMA,False,False,True,True,40351.0,AGGLAD OFTENO 5 ML,JUNIO,-0.235301917,20271.95,120891.2407,92445.3,2,0
PHARMA - Z1,ADMINISTRADORA CLINICA RICARDO PALMA S.A.,ELIPTIC,6,JUN,0.0,330,Z1,LIMA,False,False,True,True,41076.0,ELIPTIC OFTENO 5ML,JUNIO,-0.521091319,5789.48,39043.81097,18698.42,2,4
PHARMA - Z1,ADMINISTRADORA CLINICA RICARDO PALMA S.A.,FLUMETOL NF,6,JUN,0.0,160,Z1,LIMA,False,False,True,True,40513.0,FLUMETOL NF OFTENO 5ML,JUNIO,0.071788154,87288.94,107397.8095,115107.7,2,6
PHARMA - Z1,ADMINISTRADORA CLINICA RICARDO PALMA S.A.,LAGRICEL,6,JUN,0.0,530,Z1,LIMA,False,False,True,True,40515.0,LAGRICEL OFTENO 0.5 ML,JUNIO,-0.157973323,129483.27,174961.4402,147322.2,2,9
PHARMA - Z1,ADMINISTRADORA CLINICA RICARDO PALMA S.A.,SOPHIPREN,6,JUN,0.0,200,Z1,LIMA,False,False,True,True,40338.0,SOPHIPREN OFTENO 5 ML,JUNIO,0.072135193,48676.87,59671.10342,63975.49,2,12
PHARMA - Z1,ADMINISTRADORA CLINICA RICARDO PALMA S.A.,TRAZIDEX U,6,JUN,0.0,210,Z1,LIMA,False,False,True,True,40342.0,TRAZIDEX UNGENA 3.5 G,JUNIO,-0.144707451,114383.92,156358.3363,133732.12,2,14
PHARMA - Z1,ADMINISTRADORA CLINICA RICARDO PALMA S.A.,AGGLAD,7,JUL,0.0,60,Z1,LIMA,False,False,True,True,40351.0,AGGLAD OFTENO 5 ML,JULIO,-0.863449228,29784.66,133581.4492,18240.65,2,0
PHARMA - Z1,ADMINISTRADORA CLINICA RICARDO PALMA S.A.,ELIPTIC,7,JUL,0.0,70,Z1,LIMA,False,False,True,True,41076.0,ELIPTIC OFTENO 5ML,JULIO,-0.934712557,5917.09,42935.66816,2803.16,2,4
PHARMA - Z1,ADMINISTRADORA CLINICA RICARDO PALMA S.A.,LAGRICEL,7,JUL,0.0,250,Z1,LIMA,False,False,True,True,40515.0,LAGRICEL OFTENO 0.5 ML,JULIO,-0.84932888,184824.49,193086.8374,29092.61,2,9
PHARMA - Z1,ADMINISTRADORA CLINICA RICARDO PALMA S.A.,SOPHIPREN,7,JUL,0.0,100,Z1,LIMA,False,False,True,True,40338.0,SOPHIPREN OFTENO 5 ML,JULIO,-0.815953083,49954.18,65902.05458,12129.07,2,12
PHARMA - N1,ADMINISTRADORA CLINICA TRESA S.A,AGGLAD,4,ABR,271.0,4,N1,CHICLAYO,False,False,True,False,40351.0,AGGLAD OFTENO 5 ML,ABRIL,0.757043269,24635.46,120891.2407,91519.9,3,0
PHARMA - N1,ADMINISTRADORA CLINICA TRESA S.A,FLUMETOL NF,4,ABR,90.0,2,N1,CHICLAYO,False,False,True,False,40513.0,FLUMETOL NF OFTENO 5ML,ABRIL,1.22328994,97096.28,107397.8095,131378.66,3,6
PHARMA - N1,ADMINISTRADORA CLINICA TRESA S.A,GAAP,4,ABR,385.0,4,N1,CHICLAYO,False,False,True,False,40498.0,GAAP OFTENO 3 ML,ABRIL,0.475712047,79645.31,102582.687,48799.82,3,7
PHARMA - N1,ADMINISTRADORA CLINICA TRESA S.A,LAGRICEL,4,ABR,281.0,5,N1,CHICLAYO,False,False,True,False,40515.0,LAGRICEL OFTENO 0.5 ML,ABRIL,0.760754197,152829.6,174961.4402,133102.65,3,9
PHARMA - N1,ADMINISTRADORA CLINICA TRESA S.A,TRAZIDEX O,4,ABR,102.0,2,N1,CHICLAYO,False,False,True,False,40341.0,TRAZIDEX OFTENO 5 ML.,ABRIL,0.966120714,91975.94,101185.0264,97756.95,3,13
PHARMA - N1,ADMINISTRADORA CLINICA TRESA S.A,TRAZIDEX U,4,ABR,103.0,2,N1,CHICLAYO,False,False,True,False,40342.0,TRAZIDEX UNGENA 3.5 G,ABRIL,0.810349246,131494.88,156358.3363,126704.86,3,14
PHARMA - N1,ADMINISTRADORA CLINICA TRESA S.A,FLUMETOL NF,6,JUN,270.0,6,N1,CHICLAYO,False,False,True,False,40513.0,FLUMETOL NF OFTENO 5ML,JUNIO,0.071788154,87288.94,107397.8095,115107.7,3,6
PHARMA - N1,ADMINISTRADORA CLINICA TRESA S.A,GAAP,6,JUN,288.0,3,N1,CHICLAYO,False,False,True,False,40498.0,GAAP OFTENO 3 ML,JUNIO,-0.271295457,79907.03,102582.687,74752.47,3,7
PHARMA - N1,ADMINISTRADORA CLINICA TRESA S.A,TRAZIDEX O,6,JUN,153.0,3,N1,CHICLAYO,False,False,True,False,40341.0,TRAZIDEX OFTENO 5 ML.,JUNIO,-0.192738462,70697.29,101185.0264,81682.78,3,13
PHARMA - N1,ADMINISTRADORA CLINICA TRESA S.A,TRAZIDEX U,6,JUN,102.0,2,N1,CHICLAYO,False,False,True,False,40342.0,TRAZIDEX UNGENA 3.5 G,JUNIO,-0.144707451,114383.92,156358.3363,133732.12,3,14
PHARMA - N2,AGUIRRE ROCCA CESAR JOAQUIN,TRAZIDEX O,2,FEB,926.1,20,N2,TRUJILLO,False,False,True,False,40341.0,TRAZIDEX OFTENO 5 ML.,FEBRERO,0.868398954,99642.69,95524.58531,82953.45,4,13
PHARMA - Z2,AJALCRIYA PASTOR CARLOS ANDRES,LAGRICEL PF,1,ENE,681.67,12,Z2,CALLAO,False,False,True,False,41582.0,LAGRICEL OFTENO LIBRE DE CONSERVADORES (PF) 10 ML,ENERO,1.0,241357.65,244552.3,244552.3,5,10
PHARMA - Z2,AJALCRIYA PASTOR CARLOS ANDRES,SOPHIPREN,1,ENE,211.75,5,Z2,CALLAO,False,False,True,False,40338.0,SOPHIPREN OFTENO 5 ML,ENERO,1.0,41450.28,50525.9,50525.9,5,12
PHARMA - Z2,AJALCRIYA PASTOR CARLOS ANDRES,SOPHIPREN,2,FEB,296.45,7,Z2,CALLAO,False,False,True,False,40338.0,SOPHIPREN OFTENO 5 ML,FEBRERO,1.300787434,39394.05,56555.62783,73566.85,5,12
PHARMA - Z2,AJALCRIYA PASTOR CARLOS ANDRES,SOPHIPREN,5,MAY,424.0,10,Z2,CALLAO,False,False,True,False,40338.0,SOPHIPREN OFTENO 5 ML,MAYO,0.947602386,43314.92,59671.10342,56544.48,5,12
PHARMA - Z2,"ALARCON CALLUPE,ROSA DE JESUS",AGGLAD,2,FEB,165.08,3,Z2,CALLAO,False,False,True,False,40351.0,AGGLAD OFTENO 5 ML,FEBRERO,0.96716156,31785.06,114546.1364,110784.62,6,0
PHARMA - Z2,"ALARCON CALLUPE,ROSA DE JESUS",ELIPTIC PF,2,FEB,117.58,3,Z2,CALLAO,False,False,True,False,41561.0,ELIPTIC OFTENO 5ML PF PERU,FEBRERO,0.876631233,16081.78,70691.40098,61970.29,6,5
PHARMA - Z2,"ALARCON CALLUPE,ROSA DE JESUS",LAGRICEL PF,2,FEB,568.05,10,Z2,CALLAO,False,False,True,False,41582.0,LAGRICEL OFTENO LIBRE DE CONSERVADORES (PF) 10 ML,FEBRERO,1.01762066,244371.43,248182.4906,252555.63,6,10
PHARMA - Z2,"ALARCON CALLUPE,ROSA DE JESUS",LAGRICEL PF,6,JUN,568.0,10,Z2,CALLAO,False,False,True,False,41582.0,LAGRICEL OFTENO LIBRE DE CONSERVADORES (PF) 10 ML,JUNIO,-0.085958779,182516.9,261957.3873,239439.85,6,10
PHARMA - Z2,"ALARCON CALLUPE,ROSA DE JESUS",TRAZIDEX U,6,JUN,468.0,10,Z2,CALLAO,False,False,True,False,40342.0,TRAZIDEX UNGENA 3.5 G,JUNIO,-0.144707451,114383.92,156358.3363,133732.12,6,14
PHARMA - Z3,ALCOCER DE LA CRUZ REGINA ROCIO,ELIPTIC PF,7,JUL,408.0,12,Z3,NORTE CHICO,False,False,True,False,41561.0,ELIPTIC OFTENO 5ML PF PERU,JULIO,-0.90997274,15960.78,82368.2735,7415.39,7,5
PHARMA - Z3,ALCOCER DE LA CRUZ REGINA ROCIO,SOPHIPREN,7,JUL,508.0,12,Z3,NORTE CHICO,False,False,True,False,40338.0,SOPHIPREN OFTENO 5 ML,JULIO,-0.815953083,49954.18,65902.05458,12129.07,7,12
PHARMA - S,ALL VISION E.I.R.L.,AGGLAD,3,MAR,1100.52,20,S,CADENAS,False,False,True,False,40351.0,AGGLAD OFTENO 5 ML,MARZO,0.708033745,31785.06,114546.1364,81102.53,8,0
PHARMA - S,ALL VISION E.I.R.L.,ELIPTIC PF,3,MAR,679.33,20,S,CADENAS,False,False,True,False,41561.0,ELIPTIC OFTENO 5ML PF PERU,MARZO,0.543724406,16081.78,70691.40098,38436.64,8,5
PHARMA - S,ALL VISION E.I.R.L.,FLUMETOL NF,3,MAR,2041.75,50,S,CADENAS,False,False,True,False,40513.0,FLUMETOL NF OFTENO 5ML,MARZO,1.399890715,84540.52,101550.4985,142159.6,8,6
PHARMA - S,ALL VISION E.I.R.L.,LAGRICEL PF,3,MAR,2385.81,50,S,CADENAS,False,False,True,False,41582.0,LAGRICEL OFTENO LIBRE DE CONSERVADORES (PF) 10 ML,MARZO,1.041573922,244371.43,248182.4906,258500.41,8,10
PHARMA - S,ALL VISION E.I.R.L.,ELIPTIC PF,6,JUN,679.0,20,S,CADENAS,False,False,True,False,41561.0,ELIPTIC OFTENO 5ML PF PERU,JUNIO,-0.431896719,12781.68,74583.69182,42371.24,8,5
PHARMA - S,ANGELES DE LA SALUD,AGGLAD,1,ENE,275.13,5,S,CADENAS,False,False,True,False,40351.0,AGGLAD OFTENO 5 ML,ENERO,1.0,22534.35,110094.81,110094.81,9,0
PHARMA - S,ANGELES DE LA SALUD,ELIPTIC PF,1,ENE,169.83,5,S,CADENAS,False,False,True,False,41561.0,ELIPTIC OFTENO 5ML PF PERU,ENERO,1.0,16201.95,62857.68,62857.68,9,5
PHARMA - S,ANGELES DE LA SALUD,GAAP PF,1,ENE,468.81,5,S,CADENAS,False,False,True,False,41567.0,GAAP OFTENO LIBRE DE CONSER PF 3 ML PERU,ENERO,1.0,67726.3,99013.28,99013.28,9,8
PHARMA - S,ANGELES DE LA SALUD,TRAZIDEX O,1,ENE,416.75,10,S,CADENAS,False,False,True,False,40341.0,TRAZIDEX OFTENO 5 ML.,ENERO,1.0,107782.12,170736.47,170736.47,9,13
PHARMA - S,ANGELES DE LA SALUD,LAGRICEL,4,ABR,51.0,1,S,CADENAS,False,False,True,False,40515.0,LAGRICEL OFTENO 0.5 ML,ABRIL,0.760754197,152829.6,174961.4402,133102.65,9,9
PHARMA - S,ANGELES DE LA SALUD,LAGRICEL PF,4,ABR,545.0,8,S,CADENAS,False,False,True,False,41582.0,LAGRICEL OFTENO LIBRE DE CONSERVADORES (PF) 10 ML,ABRIL,1.234011277,222585.45,261957.3873,323258.37,9,10
