vendedor,cliente,producto,mes_num,mes_abbr,monto_cancelado,cantidad,zona_code,zona,is_return,is_payment_only,is_purchase,is_credit_delivery
PHARMA - Z2,CLINICA INTERNACIONAL S A,GAAP PF,2,FEB,3508.19,85,Z2,CALLAO,False,False,True,False
PHARMA - Z2,CLINICA INTERNACIONAL S A,LAGRICEL,2,FEB,15356.67,468,Z2,CALLAO,False,False,True,False
PHARMA - Z2,CLINICA INTERNACIONAL S A,SOPHIPREN,2,FEB,5322.35,196,Z2,CALLAO,False,False,True,False
PHARMA - Z2,CLINICA INTERNACIONAL S A,TRAZIDEX U,2,FEB,9716.38,366,Z2,CALLAO,False,False,True,False
PHARMA - Z2,CLINICA INTERNACIONAL S A,AGGLAD,3,MAR,5874.28,147,Z2,CALLAO,False,False,True,False
PHARMA - Z2,CLINICA INTERNACIONAL S A,FLUMETOL NF,3,MAR,5423.28,196,Z2,CALLAO,False,False,True,False
PHARMA - Z2,CLINICA INTERNACIONAL S A,GAAP,3,MAR,4227.7,105,Z2,CALLAO,False,False,True,False
PHARMA - Z2,CLINICA INTERNACIONAL S A,GAAP PF,3,MAR,3466.93,84,Z2,CALLAO,False,False,True,False
PHARMA - Z2,CLINICA INTERNACIONAL S A,LAGRICEL,3,MAR,9515.89,290,Z2,CALLAO,False,False,True,False
PHARMA - Z2,CLINICA INTERNACIONAL S A,SOPHIPREN,3,MAR,4752.1,175,Z2,CALLAO,False,False,True,False
PHARMA - Z2,CLINICA INTERNACIONAL S A,TRAZIDEX U,3,MAR,12318.04,464,Z2,CALLAO,False,False,True,False
PHARMA - Z2,CLINICA INTERNACIONAL S A,AGGLAD,4,ABR,0.0,139,Z2,CALLAO,False,False,True,True
PHARMA - Z2,CLINICA INTERNACIONAL S A,FLUMETOL NF,4,ABR,0.0,180,Z2,CALLAO,False,False,True,True
PHARMA - Z2,CLINICA INTERNACIONAL S A,GAAP,4,ABR,0.0,32,Z2,CALLAO,False,False,True,True
PHARMA - Z2,CLINICA INTERNACIONAL S A,GAAP PF,4,ABR,619.0,15,Z2,CALLAO,False,False,True,False
PHARMA - Z2,CLINICA INTERNACIONAL S A,LAGRICEL,4,ABR,0.0,550,Z2,CALLAO,False,False,True,True
PHARMA - Z2,CLINICA INTERNACIONAL S A,SOPHIPREN,4,ABR,0.0,110,Z2,CALLAO,False,False,True,True
PHARMA - Z2,CLINICA INTERNACIONAL S A,TRAZIDEX U,4,ABR,0.0,630,Z2,CALLAO,False,False,True,True
PHARMA - Z2,CLINICA INTERNACIONAL S A,AGGLAD,5,MAY,0.0,75,Z2,CALLAO,False,False,True,True
PHARMA - Z2,CLINICA INTERNACIONAL S A,ELIPTIC PF,5,MAY,617.0,16,Z2,CALLAO,False,False,True,False
PHARMA - Z2,CLINICA INTERNACIONAL S A,FLUMETOL NF,5,MAY,0.0,145,Z2,CALLAO,False,False,True,True
PHARMA - Z2,CLINICA INTERNACIONAL S A,GAAP,5,MAY,0.0,60,Z2,CALLAO,False,False,True,True
PHARMA - Z2,CLINICA INTERNACIONAL S A,GAAP PF,5,MAY,0.0,47,Z2,CALLAO,False,False,True,True
PHARMA - Z2,CLINICA INTERNACIONAL S A,LAGRICEL,5,MAY,0.0,100,Z2,CALLAO,False,False,True,True
PHARMA - Z2,CLINICA INTERNACIONAL S A,SOPHIPREN,5,MAY,0.0,50,Z2,CALLAO,False,False,True,True
PHARMA - Z2,CLINICA INTERNACIONAL S A,TRAZIDEX U,5,MAY,0.0,258,Z2,CALLAO,False,False,True,True
PHARMA - Z2,CLINICA INTERNACIONAL S A,AGGLAD,6,JUN,0.0,240,Z2,CALLAO,False,False,True,True
PHARMA - Z2,CLINICA INTERNACIONAL S A,ELAR-B,6,JUN,0.0,35,Z2,CALLAO,False,False,True,True
PHARMA - Z2,CLINICA INTERNACIONAL S A,ELIPTIC PF,6,JUN,0.0,43,Z2,CALLAO,False,False,True,True
PHARMA - Z2,CLINICA INTERNACIONAL S A,FLUMETOL NF,6,JUN,0.0,195,Z2,CALLAO,False,False,True,True
PHARMA - Z2,CLINICA INTERNACIONAL S A,GAAP,6,JUN,0.0,140,Z2,CALLAO,False,False,True,True
PHARMA - Z2,CLINICA INTERNACIONAL S A,GAAP PF,6,JUN,0.0,66,Z2,CALLAO,False,False,True,True
PHARMA - Z2,CLINICA INTERNACIONAL S A,LAGRICEL,6,JUN,0.0,710,Z2,CALLAO,False,False,True,True
PHARMA - Z2,CLINICA INTERNACIONAL S A,SOPHIPREN,6,JUN,0.0,190,Z2,CALLAO,False,False,True,True
PHARMA - Z2,CLINICA INTERNACIONAL S A,TRAZIDEX U,6,JUN,0.0,832,Z2,CALLAO,False,False,True,True
PHARMA - Z2,CLINICA INTERNACIONAL S A,AGGLAD,7,JUL,0.0,100,Z2,CALLAO,False,False,True,True
PHARMA - Z2,CLINICA INTERNACIONAL S A,FLUMETOL NF,7,JUL,0.0,50,Z2,CALLAO,False,False,True,True
PHARMA - Z2,CLINICA INTERNACIONAL S A,GAAP,7,JUL,0.0,50,Z2,CALLAO,False,False,True,True
PHARMA - Z2,CLINICA INTERNACIONAL S A,GAAP PF,7,JUL,413.0,10,Z2,CALLAO,False,False,True,False
PHARMA - Z2,CLINICA INTERNACIONAL S A,LAGRICEL,7,JUL,0.0,190,Z2,CALLAO,False,False,True,True
PHARMA - Z2,CLINICA INTERNACIONAL S A,SOPHIPREN,7,JUL,0.0,40,Z2,CALLAO,False,False,True,True
PHARMA - Z2,CLINICA INTERNACIONAL S A,TRAZIDEX U,7,JUL,0.0,200,Z2,CALLAO,False,False,True,True
PHARMA - Z1,CLINICA JAVIER PRADO S A,FLUMETOL NF,3,MAR,449.19,10,Z1,LIMA,False,False,True,False
PHARMA - Z1,CLINICA JAVIER PRADO S A,FLUMETOL NF,5,MAY,449.0,10,Z1,LIMA,False,False,True,False
PHARMA - Z3,CLINICA JESUS DEL NORTE SOCIEDAD ANONIMA CERRADA,FLUMETOL NF,1,ENE,226.45,8,Z3,NORTE CHICO,False,False,True,False
PHARMA - Z3,CLINICA JESUS DEL NORTE SOCIEDAD ANONIMA CERRADA,GAAP,1,ENE,67.33,1,Z3,NORTE CHICO,False,False,True,False
PHARMA - Z3,CLINICA JESUS DEL NORTE SOCIEDAD ANONIMA CERRADA,GAAP,2,FEB,336.64,5,Z3,NORTE CHICO,False,False,True,False
PHARMA - Z3,CLINICA JESUS DEL NORTE SOCIEDAD ANONIMA CERRADA,LAGRICEL,2,FEB,336.73,10,Z3,NORTE CHICO,False,False,True,False
PHARMA - Z3,CLINICA JESUS DEL NORTE SOCIEDAD ANONIMA CERRADA,GAAP,3,MAR,201.98,3,Z3,NORTE CHICO,False,False,True,False
PHARMA - Z3,CLINICA JESUS DEL NORTE SOCIEDAD ANONIMA CERRADA,FLUMETOL NF,4,ABR,113.0,4,Z3,NORTE CHICO,False,False,True,False
PHARMA - Z3,CLINICA JESUS DEL NORTE SOCIEDAD ANONIMA CERRADA,GAAP,5,MAY,0.0,15,Z3,NORTE CHICO,False,False,True,True
PHARMA - Z3,CLINICA JESUS DEL NORTE SOCIEDAD ANONIMA CERRADA,LAGRICEL,5,MAY,337.0,10,Z3,NORTE CHICO,False,False,True,False
PHARMA - Z3,CLINICA JESUS DEL NORTE SOCIEDAD ANONIMA CERRADA,FLUMETOL NF,6,JUN,283.0,10,Z3,NORTE CHICO,False,False,True,False
PHARMA - Z3,CLINICA JESUS DEL NORTE SOCIEDAD ANONIMA CERRADA,LAGRICEL,6,JUN,337.0,10,Z3,NORTE CHICO,False,False,True,False
PHARMA - Z3,CLINICA JESUS DEL NORTE SOCIEDAD ANONIMA CERRADA,FLUMETOL NF,7,JUL,566.0,20,Z3,NORTE CHICO,False,False,True,False
PHARMA - Z3,CLINICA JESUS DEL NORTE SOCIEDAD ANONIMA CERRADA,GAAP,7,JUL,539.0,8,Z3,NORTE CHICO,False,False,True,False
PHARMA - S,CLINICA LA LUZ TACNA S.A.C.,AGGLAD,1,ENE,611.4,10,S,CADENAS,False,False,True,False
PHARMA - S,CLINICA LA LUZ TACNA S.A.C.,FLUMETOL NF,1,ENE,816.7,20,S,CADENAS,False,False,True,False
PHARMA - S,CLINICA LA LUZ TACNA S.A.C.,LAGRICEL,1,ENE,307.05,6,S,CADENAS,False,False,True,False
PHARMA - S,CLINICA LA LUZ TACNA S.A.C.,LAGRICEL PF,1,ENE,1363.32,20,S,CADENAS,False,False,True,False
PHARMA - S,CLINICA LA LUZ TACNA S.A.C.,TRAZIDEX O,1,ENE,500.09,12,S,CADENAS,False,False,True,False
PHARMA - S,CLINICA LA LUZ TACNA S.A.C.,TRAZIDEX U,1,ENE,841.59,20,S,CADENAS,False,False,True,False
PHARMA - S,CLINICA LA LUZ TACNA S.A.C.,ELIPTIC PF,3,MAR,261.28,5,S,CADENAS,False,False,True,False
PHARMA - S,CLINICA LA LUZ TACNA S.A.C.,GAAP PF,3,MAR,468.81,5,S,CADENAS,False,False,True,False
PHARMA - S,CLINICA LA LUZ TACNA S.A.C.,LAGRICEL PF,3,MAR,1363.32,20,S,CADENAS,False,False,True,False
PHARMA - S,CLINICA LA LUZ TACNA S.A.C.,SOPHIPREN,3,MAR,847.0,20,S,CADENAS,False,False,True,False
PHARMA - S,CLINICA LA LUZ TACNA S.A.C.,TRAZIDEX O,3,MAR,416.75,10,S,CADENAS,False,False,True,False
PHARMA - S,CLINICA LA LUZ TACNA S.A.C.,TRAZIDEX U,3,MAR,841.59,20,S,CADENAS,False,False,True,False
PHARMA - S,CLINICA LA LUZ TACNA S.A.C.,AGGLAD,4,ABR,611.0,10,S,CADENAS,False,False,True,False
PHARMA - S,CLINICA LA LUZ TACNA S.A.C.,ELAR-B,4,ABR,173.0,3,S,CADENAS,False,False,True,False
PHARMA - S,CLINICA LA LUZ TACNA S.A.C.,ELIPTIC PF,4,ABR,523.0,10,S,CADENAS,False,False,True,False
PHARMA - S,CLINICA LA LUZ TACNA S.A.C.,FLUMETOL NF,4,ABR,817.0,20,S,CADENAS,False,False,True,False
PHARMA - S,CLINICA LA LUZ TACNA S.A.C.,GAAP,4,ABR,945.0,12,S,CADENAS,False,False,True,False
PHARMA - S,CLINICA LA LUZ TACNA S.A.C.,AGGLAD,6,JUN,428.0,7,S,CADENAS,False,False,True,False
PHARMA - S,CLINICA LA LUZ TACNA S.A.C.,LAGRICEL,6,JUN,512.0,10,S,CADENAS,False,False,True,False
PHARMA - S,CLINICA LA LUZ TACNA S.A.C.,LAGRICEL PF,6,JUN,0.0,15,S,CADENAS,False,False,True,True
PHARMA - S,CLINICA LA LUZ TACNA S.A.C.,TRAZIDEX O,6,JUN,833.0,20,S,CADENAS,False,False,True,False
PHARMA - S,CLINICA LA LUZ TACNA S.A.C.,TRAZIDEX U,6,JUN,0.0,24,S,CADENAS,False,False,True,True
PHARMA - Z1,CLINICA LA MERCED S.A.C.,LAGRICEL,1,ENE,336.73,10,Z1,LIMA,False,False,True,False
PHARMA - Z1,CLINICA LA MERCED S.A.C.,LAGRICEL,2,FEB,673.46,20,Z1,LIMA,False,False,True,False
PHARMA - Z1,CLINICA LA MERCED S.A.C.,FLUMETOL NF,7,JUL,113.0,4,Z1,LIMA,False,False,True,False
PHARMA - Z1,CLINICA LA MERCED S.A.C.,LAGRICEL,7,JUL,135.0,4,Z1,LIMA,False,False,True,False
PHARMA - N2,CLINICA LIMATAMBO CAJAMARCA S.A.C.,FLUMETOL NF,2,FEB,898.37,20,N2,TRUJILLO,False,False,True,False
PHARMA - N2,CLINICA LIMATAMBO CAJAMARCA S.A.C.,LAGRICEL,2,FEB,2047.0,40,N2,TRUJILLO,False,False,True,False
PHARMA - N2,CLINICA LIMATAMBO CAJAMARCA S.A.C.,FLUMETOL NF,4,ABR,539.0,12,N2,TRUJILLO,False,False,True,False
PHARMA - N2,CLINICA LIMATAMBO CAJAMARCA S.A.C.,LAGRICEL,4,ABR,0.0,40,N2,TRUJILLO,False,False,True,True
PHARMA - N2,CLINICA LIMATAMBO CAJAMARCA S.A.C.,FLUMETOL NF,5,MAY,449.0,10,N2,TRUJILLO,False,False,True,False
PHARMA - N2,CLINICA LIMATAMBO CAJAMARCA S.A.C.,LAGRICEL,5,MAY,0.0,30,N2,TRUJILLO,False,False,True,True
PHARMA - N2,CLINICA LIMATAMBO CAJAMARCA S.A.C.,TRAZIDEX U,5,MAY,0.0,20,N2,TRUJILLO,False,False,True,True
PHARMA - N2,CLINICA LIMATAMBO CAJAMARCA S.A.C.,TRAZIDEX O,6,JUN,0.0,20,N2,TRUJILLO,False,False,True,True
PHARMA - N1,CLINICA MIRAFLORES SA,FLUMETOL NF,2,FEB,943.94,20,N1,CHICLAYO,False,False,True,False
PHARMA - N1,CLINICA MIRAFLORES SA,GAAP,2,FEB,1725.04,20,N1,CHICLAYO,False,False,True,False
PHARMA - N1,CLINICA MIRAFLORES SA,GAAP,3,MAR,3795.09,44,N1,CHICLAYO,False,False,True,False
PHARMA - N1,CLINICA MIRAFLORES SA,SOPHIPREN,3,MAR,547.43,12,N1,CHICLAYO,False,False,True,False
PHARMA - N1,CLINICA MIRAFLORES SA,FLUMETOL NF,5,MAY,768.0,20,N1,CHICLAYO,False,False,True,False
PHARMA - N1,CLINICA MIRAFLORES SA,LAGRICEL,5,MAY,768.0,15,N1,CHICLAYO,False,False,True,False
PHARMA - N1,CLINICA MIRAFLORES SA,TRAZIDEX O,5,MAY,0.0,57,N1,CHICLAYO,False,False,True,True
PHARMA - N1,CLINICA MIRAFLORES SA,FLUMETOL NF,6,JUN,422.0,11,N1,CHICLAYO,False,False,True,False
PHARMA - N1,CLINICA MIRAFLORES SA,LAGRICEL,6,JUN,563.0,11,N1,CHICLAYO,False,False,True,False
PHARMA - N1,CLINICA MIRAFLORES SA,TRAZIDEX U,6,JUN,505.0,12,N1,CHICLAYO,False,False,True,False
PHARMA - N1,CLINICA MIRAFLORES SA,GAAP,7,JUL,441.0,6,N1,CHICLAYO,False,False,True,False
PHARMA - Z2,CLINICA NUEVO SAN JUAN SOCIEDAD ANONIMA CERRADA,FLUMETOL NF,1,ENE,254.76,9,Z2,CALLAO,False,False,True,False
PHARMA - Z2,CLINICA NUEVO SAN JUAN SOCIEDAD ANONIMA CERRADA,ELIPTIC,2,FEB,71.03,2,Z2,CALLAO,False,False,True,False
PHARMA - Z2,CLINICA NUEVO SAN JUAN SOCIEDAD ANONIMA CERRADA,FLUMETOL NF,4,ABR,340.0,12,Z2,CALLAO,False,False,True,False
PHARMA - Z2,CLINICA NUEVO SAN JUAN SOCIEDAD ANONIMA CERRADA,ELIPTIC,5,MAY,107.0,3,Z2,CALLAO,False,False,True,False
PHARMA - Z2,CLINICA NUEVO SAN JUAN SOCIEDAD ANONIMA CERRADA,FLUMETOL NF,5,MAY,170.0,6,Z2,CALLAO,False,False,True,False
PHARMA - Z2,CLINICA NUEVO SAN JUAN SOCIEDAD ANONIMA CERRADA,ELIPTIC,6,JUN,36.0,1,Z2,CALLAO,False,False,True,False
PHARMA - Z2,CLINICA NUEVO SAN JUAN SOCIEDAD ANONIMA CERRADA,FLUMETOL NF,6,JUN,255.0,9,Z2,CALLAO,False,False,True,False
PHARMA - Z1,CLINICA OFTALMO VIDA S.A.C.,ELIPTIC PF,1,ENE,391.92,10,Z1,LIMA,False,False,True,False
PHARMA - Z1,CLINICA OFTALMO VIDA S.A.C.,GAAP PF,1,ENE,1081.86,15,Z1,LIMA,False,False,True,False
PHARMA - Z1,CLINICA OFTALMO VIDA S.A.C.,ELIPTIC PF,2,FEB,587.88,15,Z1,LIMA,False,False,True,False
PHARMA - Z1,CLINICA OFTALMO VIDA S.A.C.,AQUADRAN,4,ABR,270.0,5,Z1,LIMA,False,False,True,False
PHARMA - Z1,CLINICA OFTALMO VIDA S.A.C.,ELIPTIC PF,6,JUN,392.0,10,Z1,LIMA,False,False,True,False
PHARMA - Z1,CLINICA OFTALMO VIDA S.A.C.,GAAP PF,6,JUN,361.0,5,Z1,LIMA,False,False,True,False
PHARMA - N1,CLINICA OFTALMOLOGICA DR.PONGO S.R.L,GAAP PF,1,ENE,37.87,1,N1,CHICLAYO,False,False,True,False
PHARMA - N1,CLINICA OFTALMOLOGICA DR.PONGO S.R.L,FLUMETOL NF,2,FEB,98.01,3,N1,CHICLAYO,False,False,True,False
PHARMA - N1,CLINICA OFTALMOLOGICA DR.PONGO S.R.L,LAGRICEL PF,2,FEB,119.29,3,N1,CHICLAYO,False,False,True,False
PHARMA - N1,CLINICA OFTALMOLOGICA DR.PONGO S.R.L,LANDAX,2,FEB,293.64,9,N1,CHICLAYO,False,False,True,False
PHARMA - N1,CLINICA OFTALMOLOGICA DR.PONGO S.R.L,SOPHIPREN,2,FEB,31.34,1,N1,CHICLAYO,False,False,True,False
PHARMA - Z1,CLINICA OFTALMOLOGICA ESPECIALIZADA LUMINUS S.R.L.,TRAZIDEX U,1,ENE,1009.91,24,Z1,LIMA,False,False,True,False
PHARMA - Z1,CLINICA OFTALMOLOGICA ESPECIALIZADA LUMINUS S.R.L.,FLUMETOL NF,2,FEB,539.02,12,Z1,LIMA,False,False,True,False
PHARMA - Z1,CLINICA OFTALMOLOGICA ESPECIALIZADA LUMINUS S.R.L.,GAAP PF,2,FEB,811.4,15,Z1,LIMA,False,False,True,False
PHARMA - Z1,CLINICA OFTALMOLOGICA ESPECIALIZADA LUMINUS S.R.L.,TRAZIDEX U,2,FEB,1009.91,24,Z1,LIMA,False,False,True,False
PHARMA - Z1,CLINICA OFTALMOLOGICA ESPECIALIZADA LUMINUS S.R.L.,ELAR-B,3,MAR,310.5,6,Z1,LIMA,False,False,True,False
PHARMA - Z1,CLINICA OFTALMOLOGICA ESPECIALIZADA LUMINUS S.R.L.,FLUMETOL NF,3,MAR,2654.28,65,Z1,LIMA,False,False,True,False
PHARMA - Z1,CLINICA OFTALMOLOGICA ESPECIALIZADA LUMINUS S.R.L.,LAGRICEL PF,3,MAR,2958.4,62,Z1,LIMA,False,False,True,False
PHARMA - Z1,CLINICA OFTALMOLOGICA ESPECIALIZADA LUMINUS S.R.L.,LANDAX,3,MAR,1048.73,25,Z1,LIMA,False,False,True,False
PHARMA - Z1,CLINICA OFTALMOLOGICA ESPECIALIZADA LUMINUS S.R.L.,TRAZIDEX U,3,MAR,2608.93,62,Z1,LIMA,False,False,True,False
PHARMA - Z1,CLINICA OFTALMOLOGICA ESPECIALIZADA LUMINUS S.R.L.,FLUMETOL NF,5,MAY,0.0,50,Z1,LIMA,False,False,True,True
PHARMA - Z2,CLINICA OFTALMOLOGICA REGIONAL SAC,FLUMETOL NF,1,ENE,204.18,5,Z2,CALLAO,False,False,True,False
PHARMA - Z2,CLINICA OFTALMOLOGICA REGIONAL SAC,GAAP,1,ENE,175.06,2,Z2,CALLAO,False,False,True,False
PHARMA - Z2,CLINICA OFTALMOLOGICA REGIONAL SAC,TRAZIDEX U,1,ENE,471.29,12,Z2,CALLAO,False,False,True,False
PHARMA - Z2,CLINICA OFTALMOLOGICA REGIONAL SAC,AQUADRAN,3,MAR,540.0,10,Z2,CALLAO,False,False,True,False
PHARMA - Z2,CLINICA OFTALMOLOGICA REGIONAL SAC,LAGRICEL PF,3,MAR,568.05,10,Z2,CALLAO,False,False,True,False
PHARMA - Z2,CLINICA OFTALMOLOGICA REGIONAL SAC,FLUMETOL NF,4,ABR,204.0,5,Z2,CALLAO,False,False,True,False
PHARMA - Z2,CLINICA OFTALMOLOGICA REGIONAL SAC,GAAP PF,4,ABR,162.0,3,Z2,CALLAO,False,False,True,False
PHARMA - N1,CLINICA OFTALMOLOGICA VIDAVAÏS,ZEBESTEN,1,ENE,6497.4,140,N1,CHICLAYO,False,False,True,False
PHARMA - N1,CLINICA OFTALMOLOGICA VIDAVAÏS,AGGLAD,2,FEB,4406.97,80,N1,CHICLAYO,False,False,True,False
PHARMA - N1,CLINICA OFTALMOLOGICA VIDAVAÏS,AQUADRAN,2,FEB,4320.0,80,N1,CHICLAYO,False,False,True,False
PHARMA - N1,CLINICA OFTALMOLOGICA VIDAVAÏS,ELIPTIC PF,2,FEB,2717.31,80,N1,CHICLAYO,False,False,True,False
PHARMA - N1,CLINICA OFTALMOLOGICA VIDAVAÏS,GAAP,2,FEB,7002.4,80,N1,CHICLAYO,False,False,True,False
PHARMA - N1,CLINICA OFTALMOLOGICA VIDAVAÏS,SOPHIPREN,2,FEB,3388.0,80,N1,CHICLAYO,False,False,True,False
PHARMA - N1,CLINICA OFTALMOLOGICA VIDAVAÏS,TRAZIDEX O,2,FEB,2963.52,80,N1,CHICLAYO,False,False,True,False
PHARMA - N1,CLINICA OFTALMOLOGICA VIDAVAÏS,ZEBESTEN,2,FEB,3712.8,80,N1,CHICLAYO,False,False,True,False
PHARMA - N1,CLINICA OFTALMOLOGICA VIDAVAÏS,FLUMETOL NF,3,MAR,2450.1,60,N1,CHICLAYO,False,False,True,False
PHARMA - N1,CLINICA OFTALMOLOGICA VIDAVAÏS,LAGRICEL PF,3,MAR,5453.28,80,N1,CHICLAYO,False,False,True,False
PHARMA - N1,CLINICA OFTALMOLOGICA VIDAVAÏS,ZEBESTEN,3,MAR,2784.6,60,N1,CHICLAYO,False,False,True,False
PHARMA - N1,CLINICA OFTALMOLOGICA VIDAVAÏS,LAGRICEL PF,4,ABR,0.0,80,N1,CHICLAYO,False,False,True,True
PHARMA - N1,CLINICA OFTALMOLOGICA VIDAVAÏS,SOPHIPREN,4,ABR,0.0,60,N1,CHICLAYO,False,False,True,True
PHARMA - N1,CLINICA OFTALMOLOGICA VIDAVAÏS,ZEBESTEN,4,ABR,0.0,60,N1,CHICLAYO,False,False,True,True
PHARMA - N1,CLINICA OFTALMOLOGICA VIDAVAÏS,GAAP,5,MAY,0.0,80,N1,CHICLAYO,False,False,True,True
PHARMA - N1,CLINICA OFTALMOLOGICA VIDAVAÏS,TRAZIDEX U,6,JUN,0.0,60,N1,CHICLAYO,False,False,True,True
PHARMA - N1,CLINICA OFTALMOLOGICA VIDAVAÏS,ZEBESTEN,6,JUN,0.0,80,N1,CHICLAYO,False,False,True,True
PHARMA - N1,CLINICA OFTALMOLOGICA VIDAVAÏS,LAGRICEL PF,7,JUL,0.0,80,N1,CHICLAYO,False,False,True,True
PHARMA - Z3,CLINICA OFTALMOLOGICA VIRGEN DEL CARMEN E.I.R.L.,FLUMETOL NF,2,FEB,449.19,10,Z3,NORTE CHICO,False,False,True,False
PHARMA - Z3,CLINICA OFTALMOLOGICA VIRGEN DEL CARMEN E.I.R.L.,LAGRICEL PF,2,FEB,568.05,10,Z3,NORTE CHICO,False,False,True,False
PHARMA - Z2,CLINICA ORTEGA SRL,FLUMETOL NF,1,ENE,1470.06,36,Z2,CALLAO,False,False,True,False
PHARMA - Z2,CLINICA ORTEGA SRL,TRAZIDEX U,1,ENE,1346.54,32,Z2,CALLAO,False,False,True,False
PHARMA - Z2,CLINICA ORTEGA SRL,FLUMETOL NF,2,FEB,816.7,20,Z2,CALLAO,False,False,True,False
PHARMA - Z2,CLINICA ORTEGA SRL,GAAP,2,FEB,393.89,5,Z2,CALLAO,False,False,True,False
PHARMA - Z2,CLINICA ORTEGA SRL,FLUMETOL NF,3,MAR,980.04,24,Z2,CALLAO,False,False,True,False
PHARMA - Z2,CLINICA ORTEGA SRL,FLUMETOL NF,4,ABR,0.0,54,Z2,CALLAO,False,False,True,True
PHARMA - Z2,CLINICA ORTEGA SRL,GAAP PF,4,ABR,487.0,6,Z2,CALLAO,False,False,True,False
PHARMA - Z2,CLINICA ORTEGA SRL,TRAZIDEX U,4,ABR,0.0,24,Z2,CALLAO,False,False,True,True
PHARMA - Z2,CLINICA ORTEGA SRL,FLUMETOL NF,6,JUN,0.0,54,Z2,CALLAO,False,False,True,True
PHARMA - Z2,CLINICA ORTEGA SRL,GAAP PF,6,JUN,487.0,6,Z2,CALLAO,False,False,True,False
PHARMA - Z2,CLINICA ORTEGA SRL,TRAZIDEX U,6,JUN,0.0,32,Z2,CALLAO,False,False,True,True
PHARMA - N2,CLINICA PERUANO AMERICANA S.A.,LAGRICEL,1,ENE,767.63,15,N2,TRUJILLO,False,False,True,False
PHARMA - N2,CLINICA PERUANO AMERICANA S.A.,GAAP PF,2,FEB,198.34,2,N2,TRUJILLO,False,False,True,False
PHARMA - N2,CLINICA PERUANO AMERICANA S.A.,LAGRICEL,2,FEB,1279.38,25,N2,TRUJILLO,False,False,True,False
PHARMA - N2,CLINICA PERUANO AMERICANA S.A.,GAAP PF,3,MAR,99.17,1,N2,TRUJILLO,False,False,True,False
PHARMA - N2,CLINICA PERUANO AMERICANA S.A.,LAGRICEL,3,MAR,1023.5,20,N2,TRUJILLO,False,False,True,False
PHARMA - N2,CLINICA PERUANO AMERICANA S.A.,FLUMETOL NF,4,ABR,90.0,2,N2,TRUJILLO,False,False,True,False
PHARMA - N2,CLINICA PERUANO AMERICANA S.A.,LAGRICEL,4,ABR,0.0,20,N2,TRUJILLO,False,False,True,True
PHARMA - N2,CLINICA PERUANO AMERICANA S.A.,GAAP PF,5,MAY,397.0,4,N2,TRUJILLO,False,False,True,False
PHARMA - N2,CLINICA PERUANO AMERICANA S.A.,LAGRICEL,5,MAY,0.0,25,N2,TRUJILLO,False,False,True,True
PHARMA - Z3,CLINICA SAN FELIPE S A,FLUMETOL NF,1,ENE,295.56,10,Z3,NORTE CHICO,False,False,True,False
PHARMA - Z3,CLINICA SAN FELIPE S A,LAGRICEL,1,ENE,2722.31,78,Z3,NORTE CHICO,False,False,True,False
PHARMA - Z3,CLINICA SAN FELIPE S A,TRAZIDEX U,1,ENE,1738.61,61,Z3,NORTE CHICO,False,False,True,False
PHARMA - Z3,CLINICA SAN FELIPE S A,GAAP PF,2,FEB,206.09,3,Z3,NORTE CHICO,False,False,True,False
PHARMA - Z3,CLINICA SAN FELIPE S A,LAGRICEL,2,FEB,3594.84,103,Z3,NORTE CHICO,False,False,True,False
PHARMA - Z3,CLINICA SAN FELIPE S A,TRAZIDEX U,2,FEB,3534.23,124,Z3,NORTE CHICO,False,False,True,False
PHARMA - Z3,CLINICA SAN FELIPE S A,FLUMETOL NF,3,MAR,266.01,9,Z3,NORTE CHICO,False,False,True,False
PHARMA - Z3,CLINICA SAN FELIPE S A,GAAP,3,MAR,137.39,2,Z3,NORTE CHICO,False,False,True,False
PHARMA - Z3,CLINICA SAN FELIPE S A,TRAZIDEX O,3,MAR,3427.31,144,Z3,NORTE CHICO,False,False,True,False
PHARMA - Z3,CLINICA SAN FELIPE S A,AGGLAD,4,ABR,163.0,4,Z3,NORTE CHICO,False,False,True,False
PHARMA - Z3,CLINICA SAN FELIPE S A,GAAP PF,4,ABR,687.0,10,Z3,NORTE CHICO,False,False,True,False
PHARMA - Z3,CLINICA SAN FELIPE S A,LAGRICEL,4,ABR,698.0,20,Z3,NORTE CHICO,False,False,True,False
PHARMA - Z3,CLINICA SAN FELIPE S A,LAGRICEL PF,4,ABR,249.0,3,Z3,NORTE CHICO,False,False,True,False
PHARMA - Z3,CLINICA SAN FELIPE S A,TRAZIDEX O,4,ABR,714.0,30,Z3,NORTE CHICO,False,False,True,False
PHARMA - Z3,CLINICA SAN FELIPE S A,TRAZIDEX U,4,ABR,0.0,107,Z3,NORTE CHICO,False,False,True,True
PHARMA - Z3,CLINICA SAN FELIPE S A,AGGLAD,5,MAY,408.0,10,Z3,NORTE CHICO,False,False,True,False
PHARMA - Z3,CLINICA SAN FELIPE S A,FLUMETOL NF,5,MAY,296.0,10,Z3,NORTE CHICO,False,False,True,False
PHARMA - Z3,CLINICA SAN FELIPE S A,GAAP,5,MAY,618.0,9,Z3,NORTE CHICO,False,False,True,False
