vendedor,cliente,producto,mes_num,mes_abbr,monto_cancelado,cantidad,zona_code,zona,is_return,is_payment_only,is_purchase,is_credit_delivery
PHARMA - Z1,A & E SERVICIOS MEDICOS S.A.C.,GAAP PF,1,ENE,540.93,6,Z1,LIMA,False,False,True,False
PHARMA - Z1,A & E SERVICIOS MEDICOS S.A.C.,LAGRICEL PF,1,ENE,340.83,6,Z1,LIMA,False,False,True,False
PHARMA - Z1,A & E SERVICIOS MEDICOS S.A.C.,SOPHIPREN,1,ENE,254.1,6,Z1,LIMA,False,False,True,False
PHARMA - Z1,A & E SERVICIOS MEDICOS S.A.C.,ZEBESTEN,1,ENE,294.53,6,Z1,LIMA,False,False,True,False
PHARMA - Z1,A & E SERVICIOS MEDICOS S.A.C.,LAGRICEL PF,2,FEB,340.83,6,Z1,LIMA,False,False,True,False
PHARMA - Z1,A & E SERVICIOS MEDICOS S.A.C.,SOPHIPREN,2,FEB,508.2,12,Z1,LIMA,False,False,True,False
PHARMA - Z1,A & E SERVICIOS MEDICOS S.A.C.,ZEBESTEN,2,FEB,589.05,12,Z1,LIMA,False,False,True,False
PHARMA - Z1,A & E SERVICIOS MEDICOS S.A.C.,ELIPTIC PF,3,MAR,360.57,12,Z1,LIMA,False,False,True,False
PHARMA - Z1,A & E SERVICIOS MEDICOS S.A.C.,LAGRICEL PF,3,MAR,681.66,12,Z1,LIMA,False,False,True,False
PHARMA - Z1,A & E SERVICIOS MEDICOS S.A.C.,SOPHIPREN,3,MAR,508.2,12,Z1,LIMA,False,False,True,False
PHARMA - Z1,A & E SERVICIOS MEDICOS S.A.C.,AGGLAD,4,ABR,367.0,6,Z1,LIMA,False,False,True,False
PHARMA - Z1,A & E SERVICIOS MEDICOS S.A.C.,ELIPTIC PF,4,ABR,180.0,6,Z1,LIMA,False,False,True,False
PHARMA - Z1,A & E SERVICIOS MEDICOS S.A.C.,GAAP PF,4,ABR,541.0,6,Z1,LIMA,False,False,True,False
PHARMA - Z1,A & E SERVICIOS MEDICOS S.A.C.,LAGRICEL PF,4,ABR,341.0,6,Z1,LIMA,False,False,True,False
PHARMA - Z1,A & E SERVICIOS MEDICOS S.A.C.,SOPHIPREN,4,ABR,254.0,6,Z1,LIMA,False,False,True,False
PHARMA - Z1,A & E SERVICIOS MEDICOS S.A.C.,ZEBESTEN,4,ABR,295.0,6,Z1,LIMA,False,False,True,False
PHARMA - Z1,A & E SERVICIOS MEDICOS S.A.C.,GAAP PF,7,JUL,541.0,6,Z1,LIMA,False,False,True,False
PHARMA - Z1,A & E SERVICIOS MEDICOS S.A.C.,LAGRICEL PF,7,JUL,341.0,6,Z1,LIMA,False,False,True,False
PHARMA - Z1,A & E SERVICIOS MEDICOS S.A.C.,SOPHIPREN,7,JUL,254.0,6,Z1,LIMA,False,False,True,False
PHARMA - Z3,AAA SAC,DUSTALOX,1,ENE,1845.9,50,Z3,NORTE CHICO,False,False,True,False
PHARMA - Z3,AAA SAC,ELIPTIC PF,1,ENE,2612.8,50,Z3,NORTE CHICO,False,False,True,False
PHARMA - Z3,AAA SAC,TRAZIDEX U,1,ENE,4675.5,100,Z3,NORTE CHICO,False,False,True,False
PHARMA - Z3,AAA SAC,ZEBESTEN,1,ENE,2454.38,50,Z3,NORTE CHICO,False,False,True,False
PHARMA - Z3,AAA SAC,ELIPTIC PF,2,FEB,5225.6,100,Z3,NORTE CHICO,False,False,True,False
PHARMA - Z3,AAA SAC,FLUMETOL NF,2,FEB,2041.75,50,Z3,NORTE CHICO,False,False,True,False
PHARMA - Z3,AAA SAC,LAGRICEL PF,2,FEB,5680.5,100,Z3,NORTE CHICO,False,False,True,False
PHARMA - Z3,AAA SAC,ZEBESTEN,2,FEB,2454.38,50,Z3,NORTE CHICO,False,False,True,False
PHARMA - Z3,AAA SAC,DUSTALOX,3,MAR,1845.9,50,Z3,NORTE CHICO,False,False,True,False
PHARMA - Z3,AAA SAC,LAGRICEL PF,3,MAR,5680.5,100,Z3,NORTE CHICO,False,False,True,False
PHARMA - Z3,AAA SAC,LANDAX,3,MAR,419.49,10,Z3,NORTE CHICO,False,False,True,False
PHARMA - Z3,AAA SAC,DUSTALOX,5,MAY,0.0,50,Z3,NORTE CHICO,False,False,True,True
PHARMA - Z3,AAA SAC,ELAR-B,5,MAY,518.0,10,Z3,NORTE CHICO,False,False,True,False
PHARMA - Z3,AAA SAC,ELIPTIC PF,5,MAY,0.0,50,Z3,NORTE CHICO,False,False,True,True
PHARMA - Z3,AAA SAC,FLUMETOL NF,5,MAY,0.0,50,Z3,NORTE CHICO,False,False,True,True
PHARMA - Z3,AAA SAC,TRAZIDEX U,5,MAY,0.0,50,Z3,NORTE CHICO,False,False,True,True
PHARMA - Z1,ADMINISTRADORA CLINICA RICARDO PALMA S.A.,AGGLAD,1,ENE,171.25,5,Z1,LIMA,False,False,True,False
PHARMA - Z1,ADMINISTRADORA CLINICA RICARDO PALMA S.A.,ELIPTIC,1,ENE,3512.2,213,Z1,LIMA,False,False,True,False
PHARMA - Z1,ADMINISTRADORA CLINICA RICARDO PALMA S.A.,FLUMETOL NF,1,ENE,7268.47,182,Z1,LIMA,False,False,True,False
PHARMA - Z1,ADMINISTRADORA CLINICA RICARDO PALMA S.A.,LAGRICEL,1,ENE,10243.19,450,Z1,LIMA,False,False,True,False
PHARMA - Z1,ADMINISTRADORA CLINICA RICARDO PALMA S.A.,SOPHIPREN,1,ENE,5039.65,170,Z1,LIMA,False,False,True,False
PHARMA - Z1,ADMINISTRADORA CLINICA RICARDO PALMA S.A.,TRAZIDEX U,1,ENE,11974.15,360,Z1,LIMA,False,False,True,False
PHARMA - Z1,ADMINISTRADORA CLINICA RICARDO PALMA S.A.,AGGLAD,2,FEB,4452.59,130,Z1,LIMA,False,False,True,False
PHARMA - Z1,ADMINISTRADORA CLINICA RICARDO PALMA S.A.,ELIPTIC,2,FEB,4946.75,300,Z1,LIMA,False,False,True,False
PHARMA - Z1,ADMINISTRADORA CLINICA RICARDO PALMA S.A.,FLUMETOL NF,2,FEB,8386.69,210,Z1,LIMA,False,False,True,False
PHARMA - Z1,ADMINISTRADORA CLINICA RICARDO PALMA S.A.,LAGRICEL,2,FEB,17754.86,780,Z1,LIMA,False,False,True,False
PHARMA - Z1,ADMINISTRADORA CLINICA RICARDO PALMA S.A.,SOPHIPREN,2,FEB,5929.0,200,Z1,LIMA,False,False,True,False
PHARMA - Z1,ADMINISTRADORA CLINICA RICARDO PALMA S.A.,TRAZIDEX U,2,FEB,7317.54,220,Z1,LIMA,False,False,True,False
PHARMA - Z1,ADMINISTRADORA CLINICA RICARDO PALMA S.A.,AGGLAD,3,MAR,7192.63,210,Z1,LIMA,False,False,True,False
PHARMA - Z1,ADMINISTRADORA CLINICA RICARDO PALMA S.A.,ELIPTIC,3,MAR,6100.99,370,Z1,LIMA,False,False,True,False
PHARMA - Z1,ADMINISTRADORA CLINICA RICARDO PALMA S.A.,FLUMETOL NF,3,MAR,6389.86,160,Z1,LIMA,False,False,True,False
PHARMA - Z1,ADMINISTRADORA CLINICA RICARDO PALMA S.A.,LAGRICEL,3,MAR,10243.19,450,Z1,LIMA,False,False,True,False
PHARMA - Z1,ADMINISTRADORA CLINICA RICARDO PALMA S.A.,SOPHIPREN,3,MAR,3853.85,130,Z1,LIMA,False,False,True,False
PHARMA - Z1,ADMINISTRADORA CLINICA RICARDO PALMA S.A.,TRAZIDEX U,3,MAR,11974.15,360,Z1,LIMA,False,False,True,False
PHARMA - Z1,ADMINISTRADORA CLINICA RICARDO PALMA S.A.,AGGLAD,4,ABR,0.0,220,Z1,LIMA,False,False,True,True
PHARMA - Z1,ADMINISTRADORA CLINICA RICARDO PALMA S.A.,ELIPTIC,4,ABR,0.0,430,Z1,LIMA,False,False,True,True
PHARMA - Z1,ADMINISTRADORA CLINICA RICARDO PALMA S.A.,FLUMETOL NF,4,ABR,0.0,240,Z1,LIMA,False,False,True,True
PHARMA - Z1,ADMINISTRADORA CLINICA RICARDO PALMA S.A.,LAGRICEL,4,ABR,0.0,450,Z1,LIMA,False,False,True,True
PHARMA - Z1,ADMINISTRADORA CLINICA RICARDO PALMA S.A.,SOPHIPREN,4,ABR,0.0,190,Z1,LIMA,False,False,True,True
PHARMA - Z1,ADMINISTRADORA CLINICA RICARDO PALMA S.A.,TRAZIDEX U,4,ABR,0.0,280,Z1,LIMA,False,False,True,True
PHARMA - Z1,ADMINISTRADORA CLINICA RICARDO PALMA S.A.,AGGLAD,5,MAY,0.0,210,Z1,LIMA,False,False,True,True
PHARMA - Z1,ADMINISTRADORA CLINICA RICARDO PALMA S.A.,ELIPTIC,5,MAY,0.0,270,Z1,LIMA,False,False,True,True
PHARMA - Z1,ADMINISTRADORA CLINICA RICARDO PALMA S.A.,FLUMETOL NF,5,MAY,0.0,180,Z1,LIMA,False,False,True,True
PHARMA - Z1,ADMINISTRADORA CLINICA RICARDO PALMA S.A.,LAGRICEL,5,MAY,0.0,500,Z1,LIMA,False,False,True,True
PHARMA - Z1,ADMINISTRADORA CLINICA RICARDO PALMA S.A.,SOPHIPREN,5,MAY,0.0,190,Z1,LIMA,False,False,True,True
PHARMA - Z1,ADMINISTRADORA CLINICA RICARDO PALMA S.A.,TRAZIDEX U,5,MAY,0.0,275,Z1,LIMA,False,False,True,True
PHARMA - Z1,ADMINISTRADORA CLINICA RICARDO PALMA S.A.,AGGLAD,6,JUN,0.0,160,Z1,LIMA,False,False,True,True
PHARMA - Z1,ADMINISTRADORA CLINICA RICARDO PALMA S.A.,ELIPTIC,6,JUN,0.0,330,Z1,LIMA,False,False,True,True
PHARMA - Z1,ADMINISTRADORA CLINICA RICARDO PALMA S.A.,FLUMETOL NF,6,JUN,0.0,160,Z1,LIMA,False,False,True,True
PHARMA - Z1,ADMINISTRADORA CLINICA RICARDO PALMA S.A.,LAGRICEL,6,JUN,0.0,530,Z1,LIMA,False,False,True,True
PHARMA - Z1,ADMINISTRADORA CLINICA RICARDO PALMA S.A.,SOPHIPREN,6,JUN,0.0,200,Z1,LIMA,False,False,True,True
PHARMA - Z1,ADMINISTRADORA CLINICA RICARDO PALMA S.A.,TRAZIDEX U,6,JUN,0.0,210,Z1,LIMA,False,False,True,True
PHARMA - Z1,ADMINISTRADORA CLINICA RICARDO PALMA S.A.,AGGLAD,7,JUL,0.0,60,Z1,LIMA,False,False,True,True
PHARMA - Z1,ADMINISTRADORA CLINICA RICARDO PALMA S.A.,ELIPTIC,7,JUL,0.0,70,Z1,LIMA,False,False,True,True
PHARMA - Z1,ADMINISTRADORA CLINICA RICARDO PALMA S.A.,LAGRICEL,7,JUL,0.0,250,Z1,LIMA,False,False,True,True
PHARMA - Z1,ADMINISTRADORA CLINICA RICARDO PALMA S.A.,SOPHIPREN,7,JUL,0.0,100,Z1,LIMA,False,False,True,True
PHARMA - N1,ADMINISTRADORA CLINICA TRESA S.A,AGGLAD,4,ABR,271.0,4,N1,CHICLAYO,False,False,True,False
PHARMA - N1,ADMINISTRADORA CLINICA TRESA S.A,FLUMETOL NF,4,ABR,90.0,2,N1,CHICLAYO,False,False,True,False
PHARMA - N1,ADMINISTRADORA CLINICA TRESA S.A,GAAP,4,ABR,385.0,4,N1,CHICLAYO,False,False,True,False
PHARMA - N1,ADMINISTRADORA CLINICA TRESA S.A,LAGRICEL,4,ABR,281.0,5,N1,CHICLAYO,False,False,True,False
PHARMA - N1,ADMINISTRADORA CLINICA TRESA S.A,TRAZIDEX O,4,ABR,102.0,2,N1,CHICLAYO,False,False,True,False
PHARMA - N1,ADMINISTRADORA CLINICA TRESA S.A,TRAZIDEX U,4,ABR,103.0,2,N1,CHICLAYO,False,False,True,False
PHARMA - N1,ADMINISTRADORA CLINICA TRESA S.A,FLUMETOL NF,6,JUN,270.0,6,N1,CHICLAYO,False,False,True,False
PHARMA - N1,ADMINISTRADORA CLINICA TRESA S.A,GAAP,6,JUN,288.0,3,N1,CHICLAYO,False,False,True,False
PHARMA - N1,ADMINISTRADORA CLINICA TRESA S.A,TRAZIDEX O,6,JUN,153.0,3,N1,CHICLAYO,False,False,True,False
PHARMA - N1,ADMINISTRADORA CLINICA TRESA S.A,TRAZIDEX U,6,JUN,102.0,2,N1,CHICLAYO,False,False,True,False
PHARMA - N2,AGUIRRE ROCCA CESAR JOAQUIN,TRAZIDEX O,2,FEB,926.1,20,N2,TRUJILLO,False,False,True,False
PHARMA - Z2,AJALCRIYA PASTOR CARLOS ANDRES,LAGRICEL PF,1,ENE,681.67,12,Z2,CALLAO,False,False,True,False
PHARMA - Z2,AJALCRIYA PASTOR CARLOS ANDRES,SOPHIPREN,1,ENE,211.75,5,Z2,CALLAO,False,False,True,False
PHARMA - Z2,AJALCRIYA PASTOR CARLOS ANDRES,SOPHIPREN,2,FEB,296.45,7,Z2,CALLAO,False,False,True,False
PHARMA - Z2,AJALCRIYA PASTOR CARLOS ANDRES,SOPHIPREN,5,MAY,424.0,10,Z2,CALLAO,False,False,True,False
PHARMA - Z2,"ALARCON CALLUPE,ROSA DE JESUS",AGGLAD,2,FEB,165.08,3,Z2,CALLAO,False,False,True,False
PHARMA - Z2,"ALARCON CALLUPE,ROSA DE JESUS",ELIPTIC PF,2,FEB,117.58,3,Z2,CALLAO,False,False,True,False
PHARMA - Z2,"ALARCON CALLUPE,ROSA DE JESUS",LAGRICEL PF,2,FEB,568.05,10,Z2,CALLAO,False,False,True,False
PHARMA - Z2,"ALARCON CALLUPE,ROSA DE JESUS",LAGRICEL PF,6,JUN,568.0,10,Z2,CALLAO,False,False,True,False
PHARMA - Z2,"ALARCON CALLUPE,ROSA DE JESUS",TRAZIDEX U,6,JUN,468.0,10,Z2,CALLAO,False,False,True,False
PHARMA - Z3,ALCOCER DE LA CRUZ REGINA ROCIO,ELIPTIC PF,7,JUL,408.0,12,Z3,NORTE CHICO,False,False,True,False
PHARMA - Z3,ALCOCER DE LA CRUZ REGINA ROCIO,SOPHIPREN,7,JUL,508.0,12,Z3,NORTE CHICO,False,False,True,False
PHARMA - S,ALL VISION E.I.R.L.,AGGLAD,3,MAR,1100.52,20,S,CADENAS,False,False,True,False
PHARMA - S,ALL VISION E.I.R.L.,ELIPTIC PF,3,MAR,679.33,20,S,CADENAS,False,False,True,False
PHARMA - S,ALL VISION E.I.R.L.,FLUMETOL NF,3,MAR,2041.75,50,S,CADENAS,False,False,True,False
PHARMA - S,ALL VISION E.I.R.L.,LAGRICEL PF,3,MAR,2385.81,50,S,CADENAS,False,False,True,False
PHARMA - S,ALL VISION E.I.R.L.,ELIPTIC PF,6,JUN,679.0,20,S,CADENAS,False,False,True,False
PHARMA - S,ANGELES DE LA SALUD,AGGLAD,1,ENE,275.13,5,S,CADENAS,False,False,True,False
PHARMA - S,ANGELES DE LA SALUD,ELIPTIC PF,1,ENE,169.83,5,S,CADENAS,False,False,True,False
PHARMA - S,ANGELES DE LA SALUD,GAAP PF,1,ENE,468.81,5,S,CADENAS,False,False,True,False
PHARMA - S,ANGELES DE LA SALUD,TRAZIDEX O,1,ENE,416.75,10,S,CADENAS,False,False,True,False
PHARMA - S,ANGELES DE LA SALUD,LAGRICEL,4,ABR,51.0,1,S,CADENAS,False,False,True,False
PHARMA - S,ANGELES DE LA SALUD,LAGRICEL PF,4,ABR,545.0,8,S,CADENAS,False,False,True,False
PHARMA - S,ANGELES DE LA SALUD,TRAZIDEX U,4,ABR,421.0,10,S,CADENAS,False,False,True,False
PHARMA - S,ANGELES DE LA SALUD,AGGLAD,5,MAY,330.0,6,S,CADENAS,False,False,True,False
PHARMA - S,ANGELES DE LA SALUD,ELIPTIC PF,5,MAY,204.0,6,S,CADENAS,False,False,True,False
PHARMA - S,ANGELES DE LA SALUD,LAGRICEL,5,MAY,205.0,4,S,CADENAS,False,False,True,False
PHARMA - S,ANGELES DE LA SALUD,AGGLAD,6,JUN,165.0,3,S,CADENAS,False,False,True,False
PHARMA - S,ANGELES DE LA SALUD,ELIPTIC PF,6,JUN,136.0,4,S,CADENAS,False,False,True,False
PHARMA - S,ANGELES DE LA SALUD,GAAP,6,JUN,315.0,4,S,CADENAS,False,False,True,False
PHARMA - S,ANGELES DE LA SALUD,GAAP PF,6,JUN,375.0,4,S,CADENAS,False,False,True,False
PHARMA - S,ANGELES DE LA SALUD,TRAZIDEX O,6,JUN,417.0,10,S,CADENAS,False,False,True,False
PHARMA - S,ANGELES DE LA SALUD,TRAZIDEX U,6,JUN,252.0,6,S,CADENAS,False,False,True,False
PHARMA - Z1,APM SERVICES S.A.C,FLUMETOL NF,1,ENE,8167.0,200,Z1,LIMA,False,False,True,False
PHARMA - Z1,APM SERVICES S.A.C,FLUMETOL NF,2,FEB,4083.5,100,Z1,LIMA,False,False,True,False
PHARMA - Z1,APM SERVICES S.A.C,FLUMETOL NF,3,MAR,4083.5,100,Z1,LIMA,False,False,True,False
PHARMA - Z1,APM SERVICES S.A.C,FLUMETOL NF,4,ABR,0.0,100,Z1,LIMA,False,False,True,True
PHARMA - Z1,APM SERVICES S.A.C,FLUMETOL NF,5,MAY,0.0,100,Z1,LIMA,False,False,True,True
PHARMA - Z1,APM SERVICES S.A.C,FLUMETOL NF,6,JUN,0.0,100,Z1,LIMA,False,False,True,True
PHARMA - Z1,APM SERVICES S.A.C,FLUMETOL NF,7,JUL,0.0,100,Z1,LIMA,False,False,True,True
PHARMA - Z1,ARBRAYSS LASER S.R.L,AGGLAD,1,ENE,1100.52,20,Z1,LIMA,False,False,True,False
PHARMA - Z1,ARBRAYSS LASER S.R.L,AQUADRAN,1,ENE,972.0,18,Z1,LIMA,False,False,True,False
PHARMA - Z1,ARBRAYSS LASER S.R.L,ELIPTIC PF,1,ENE,1567.68,30,Z1,LIMA,False,False,True,False
PHARMA - Z1,ARBRAYSS LASER S.R.L,FLUMETOL NF,1,ENE,367.52,10,Z1,LIMA,False,False,True,False
PHARMA - Z1,ARBRAYSS LASER S.R.L,GAAP PF,1,ENE,4417.61,49,Z1,LIMA,False,False,True,False
PHARMA - Z1,ARBRAYSS LASER S.R.L,LAGRICEL PF,1,ENE,5112.46,90,Z1,LIMA,False,False,True,False
PHARMA - Z1,ARBRAYSS LASER S.R.L,TRAZIDEX O,1,ENE,1875.34,45,Z1,LIMA,False,False,True,False
PHARMA - Z1,ARBRAYSS LASER S.R.L,TRAZIDEX U,1,ENE,2440.6,58,Z1,LIMA,False,False,True,False
PHARMA - Z1,ARBRAYSS LASER S.R.L,AGGLAD,2,FEB,2751.3,50,Z1,LIMA,False,False,True,False
PHARMA - Z1,ARBRAYSS LASER S.R.L,AQUADRAN,2,FEB,1080.0,20,Z1,LIMA,False,False,True,False
PHARMA - Z1,ARBRAYSS LASER S.R.L,ELAR-B,2,FEB,805.0,14,Z1,LIMA,False,False,True,False
PHARMA - Z1,ARBRAYSS LASER S.R.L,ELIPTIC PF,2,FEB,3657.92,70,Z1,LIMA,False,False,True,False
PHARMA - Z1,ARBRAYSS LASER S.R.L,FLUMETOL NF,2,FEB,1029.04,28,Z1,LIMA,False,False,True,False
PHARMA - Z1,ARBRAYSS LASER S.R.L,GAAP PF,2,FEB,1983.41,22,Z1,LIMA,False,False,True,False
PHARMA - Z1,ARBRAYSS LASER S.R.L,LAGRICEL PF,2,FEB,3408.3,60,Z1,LIMA,False,False,True,False
PHARMA - Z1,ARBRAYSS LASER S.R.L,LANDAX,2,FEB,419.49,10,Z1,LIMA,False,False,True,False
PHARMA - Z1,ARBRAYSS LASER S.R.L,TRAZIDEX O,2,FEB,1666.98,40,Z1,LIMA,False,False,True,False
PHARMA - Z1,ARBRAYSS LASER S.R.L,TRAZIDEX U,2,FEB,1683.18,40,Z1,LIMA,False,False,True,False
PHARMA - Z1,ARBRAYSS LASER S.R.L,ELIPTIC PF,3,MAR,2090.24,40,Z1,LIMA,False,False,True,False
PHARMA - Z1,ARBRAYSS LASER S.R.L,FLUMETOL NF,3,MAR,735.03,20,Z1,LIMA,False,False,True,False
PHARMA - Z1,ARBRAYSS LASER S.R.L,GAAP PF,3,MAR,3155.43,35,Z1,LIMA,False,False,True,False
PHARMA - Z1,ARBRAYSS LASER S.R.L,LAGRICEL,3,MAR,460.58,10,Z1,LIMA,False,False,True,False
PHARMA - Z1,ARBRAYSS LASER S.R.L,LAGRICEL PF,3,MAR,4544.4,80,Z1,LIMA,False,False,True,False
PHARMA - Z1,ARBRAYSS LASER S.R.L,TRAZIDEX O,3,MAR,625.12,15,Z1,LIMA,False,False,True,False
PHARMA - Z1,ARBRAYSS LASER S.R.L,TRAZIDEX U,3,MAR,841.59,20,Z1,LIMA,False,False,True,False
PHARMA - Z1,ARBRAYSS LASER S.R.L,ZEBESTEN,3,MAR,490.88,10,Z1,LIMA,False,False,True,False
PHARMA - Z1,ARBRAYSS LASER S.R.L,AGGLAD,4,ABR,0.0,30,Z1,LIMA,False,False,True,True
PHARMA - Z1,ARBRAYSS LASER S.R.L,AQUADRAN,4,ABR,810.0,15,Z1,LIMA,False,False,True,False
PHARMA - Z1,ARBRAYSS LASER S.R.L,ELAR-B,4,ABR,0.0,20,Z1,LIMA,False,False,True,True
PHARMA - Z1,ARBRAYSS LASER S.R.L,FLUMETOL NF,4,ABR,368.0,10,Z1,LIMA,False,False,True,False
PHARMA - Z1,ARBRAYSS LASER S.R.L,GAAP,4,ABR,394.0,5,Z1,LIMA,False,False,True,False
PHARMA - Z1,ARBRAYSS LASER S.R.L,GAAP PF,4,ABR,0.0,40,Z1,LIMA,False,False,True,True
PHARMA - Z1,ARBRAYSS LASER S.R.L,LAGRICEL PF,4,ABR,0.0,35,Z1,LIMA,False,False,True,True
PHARMA - Z1,ARBRAYSS LASER S.R.L,TRAZIDEX O,4,ABR,0.0,35,Z1,LIMA,False,False,True,True
PHARMA - Z1,ARBRAYSS LASER S.R.L,TRAZIDEX U,4,ABR,0.0,35,Z1,LIMA,False,False,True,True
PHARMA - Z1,ARBRAYSS LASER S.R.L,ZEBESTEN,4,ABR,0.0,25,Z1,LIMA,False,False,True,True
PHARMA - Z1,ARBRAYSS LASER S.R.L,AGGLAD,5,MAY,825.0,15,Z1,LIMA,False,False,True,False
PHARMA - Z1,ARBRAYSS LASER S.R.L,AQUADRAN,5,MAY,0.0,35,Z1,LIMA,False,False,True,True
PHARMA - Z1,ARBRAYSS LASER S.R.L,ELAR-B,5,MAY,863.0,15,Z1,LIMA,False,False,True,False
PHARMA - Z1,ARBRAYSS LASER S.R.L,ELIPTIC PF,5,MAY,0.0,25,Z1,LIMA,False,False,True,True
PHARMA - Z1,ARBRAYSS LASER S.R.L,FLUMETOL NF,5,MAY,662.0,18,Z1,LIMA,False,False,True,False
PHARMA - Z1,ARBRAYSS LASER S.R.L,GAAP PF,5,MAY,0.0,40,Z1,LIMA,False,False,True,True
PHARMA - Z1,ARBRAYSS LASER S.R.L,LAGRICEL PF,5,MAY,0.0,85,Z1,LIMA,False,False,True,True
PHARMA - Z1,ARBRAYSS LASER S.R.L,TRAZIDEX O,5,MAY,0.0,25,Z1,LIMA,False,False,True,True
PHARMA - Z1,ARBRAYSS LASER S.R.L,TRAZIDEX U,5,MAY,842.0,20,Z1,LIMA,False,False,True,False
PHARMA - Z1,ARBRAYSS LASER S.R.L,ZEBESTEN,5,MAY,491.0,10,Z1,LIMA,False,False,True,False
PHARMA - Z1,ARBRAYSS LASER S.R.L,AQUADRAN,6,JUN,810.0,15,Z1,LIMA,False,False,True,False
PHARMA - Z1,ARBRAYSS LASER S.R.L,ELAR-B,6,JUN,575.0,10,Z1,LIMA,False,False,True,False
PHARMA - Z1,ARBRAYSS LASER S.R.L,FLUMETOL NF,6,JUN,184.0,5,Z1,LIMA,False,False,True,False
PHARMA - Z1,ARBRAYSS LASER S.R.L,GAAP PF,6,JUN,0.0,25,Z1,LIMA,False,False,True,True
PHARMA - Z1,ARBRAYSS LASER S.R.L,LAGRICEL PF,6,JUN,0.0,50,Z1,LIMA,False,False,True,True
PHARMA - Z1,ARBRAYSS LASER S.R.L,TRAZIDEX O,6,JUN,625.0,15,Z1,LIMA,False,False,True,False
PHARMA - Z1,ARBRAYSS LASER S.R.L,TRAZIDEX U,6,JUN,0.0,40,Z1,LIMA,False,False,True,True
PHARMA - N1,ARRASCUE LA TORRE GILBERT ANTONIO,FLUMETOL NF,3,MAR,1078.04,24,N1,CHICLAYO,False,False,True,False
PHARMA - N1,ARRASCUE LA TORRE GILBERT ANTONIO,AGGLAD,5,MAY,0.0,24,N1,CHICLAYO,False,False,True,True
PHARMA - N1,ARRASCUE LA TORRE GILBERT ANTONIO,ELIPTIC,5,MAY,610.0,24,N1,CHICLAYO,False,False,True,False
PHARMA - Z3,ASOC. PAST. DE SERV. MEDICO ASIST. CLINICA ADVENTISTA ANA STAHL DE LA IGLESIA ADV. DEL SEPTIMO DIA,AGGLAD,2,FEB,611.4,10,Z3,NORTE CHICO,False,False,True,False
PHARMA - Z3,ASOC. PAST. DE SERV. MEDICO ASIST. CLINICA ADVENTISTA ANA STAHL DE LA IGLESIA ADV. DEL SEPTIMO DIA,ELIPTIC PF,2,FEB,522.56,10,Z3,NORTE CHICO,False,False,True,False
PHARMA - Z3,ASOC. PAST. DE SERV. MEDICO ASIST. CLINICA ADVENTISTA ANA STAHL DE LA IGLESIA ADV. DEL SEPTIMO DIA,LAGRICEL PF,2,FEB,1704.15,30,Z3,NORTE CHICO,False,False,True,False
PHARMA - Z3,ASOC. PAST. DE SERV. MEDICO ASIST. CLINICA ADVENTISTA ANA STAHL DE LA IGLESIA ADV. DEL SEPTIMO DIA,TRAZIDEX O,2,FEB,926.1,20,Z3,NORTE CHICO,False,False,True,False
PHARMA - Z3,ASOC. PAST. DE SERV. MEDICO ASIST. CLINICA ADVENTISTA ANA STAHL DE LA IGLESIA ADV. DEL SEPTIMO DIA,TRAZIDEX U,2,FEB,467.55,10,Z3,NORTE CHICO,False,False,True,False
PHARMA - Z3,ASOC. PAST. DE SERV. MEDICO ASIST. CLINICA ADVENTISTA ANA STAHL DE LA IGLESIA ADV. DEL SEPTIMO DIA,LAGRICEL PF,4,ABR,0.0,80,Z3,NORTE CHICO,False,False,True,True
PHARMA - Z3,ASOC. PAST. DE SERV. MEDICO ASIST. CLINICA ADVENTISTA ANA STAHL DE LA IGLESIA ADV. DEL SEPTIMO DIA,SOPHIPREN,4,ABR,203.0,6,Z3,NORTE CHICO,False,False,True,False
PHARMA - Z3,ASOC. PAST. DE SERV. MEDICO ASIST. CLINICA ADVENTISTA ANA STAHL DE LA IGLESIA ADV. DEL SEPTIMO DIA,TRAZIDEX O,4,ABR,926.0,20,Z3,NORTE CHICO,False,False,True,False
PHARMA - Z3,ASOC. PAST. DE SERV. MEDICO ASIST. CLINICA ADVENTISTA ANA STAHL DE LA IGLESIA ADV. DEL SEPTIMO DIA,TRAZIDEX U,4,ABR,0.0,40,Z3,NORTE CHICO,False,False,True,True
PHARMA - Z3,ASOC. PAST. DE SERV. MEDICO ASIST. CLINICA ADVENTISTA ANA STAHL DE LA IGLESIA ADV. DEL SEPTIMO DIA,ZEBESTEN,4,ABR,196.0,4,Z3,NORTE CHICO,False,False,True,False
PHARMA - Z3,ASOC. PAST. DE SERV. MEDICO ASIST. CLINICA ADVENTISTA ANA STAHL DE LA IGLESIA ADV. DEL SEPTIMO DIA,AGGLAD,6,JUN,367.0,6,Z3,NORTE CHICO,False,False,True,False
PHARMA - Z3,ASOC. PAST. DE SERV. MEDICO ASIST. CLINICA ADVENTISTA ANA STAHL DE LA IGLESIA ADV. DEL SEPTIMO DIA,ELIPTIC PF,6,JUN,0.0,20,Z3,NORTE CHICO,False,False,True,True
